hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence,age,role
55919,230,1,2,3,1,1,2,2,18,2
55920,230,1,2,4,2,4,1,1,41,1
55920,230,1,2,3,1,1,3,2,19,2
55921,230,1,2,4,2,4,1,1,40,1
55921,230,1,2,3,1,1,3,2,18,2
55922,230,1,2,4,2,4,1,1,43,1
55922,230,1,2,3,1,1,1,2,18,2
55923,230,1,2,4,2,1,1,1,40,1
55923,230,1,2,3,1,1,1,2,18,2
55924,230,1,3,4,2,1,1,1,38,1
55924,230,1,3,1,1,1,3,2,13,2
55924,230,1,3,1,1,1,5,2,6,3
55925,230,1,3,4,2,1,1,1,43,1
55925,230,1,3,1,1,1,3,2,14,2
55925,230,1,3,1,1,1,5,2,11,3
55926,230,1,2,4,2,1,1,1,42,1
55926,230,1,2,3,1,1,3,2,18,2
55927,230,1,3,4,2,1,1,1,42,1
55927,230,1,3,3,1,1,3,2,19,2
55927,230,1,3,2,2,1,3,2,15,3
55928,230,1,3,4,2,1,1,1,41,1
55928,230,1,3,3,1,1,3,2,18,2
55928,230,1,3,2,2,1,3,2,15,3
55929,230,0,3,4,2,1,1,1,41,1
55929,230,0,3,3,1,1,3,2,19,2
55929,230,0,3,2,2,1,3,2,16,3
55930,230,1,2,4,2,1,1,1,40,1
55930,230,1,2,3,1,1,3,2,18,2
55931,230,0,2,4,2,1,1,1,39,1
55931,230,0,2,1,1,1,3,2,3,2
55932,230,1,3,4,2,1,1,1,35,1
55932,230,1,3,1,1,1,3,2,11,2
55932,230,1,3,1,2,1,5,2,9,3
55933,230,1,2,4,2,1,1,1,40,1
55933,230,1,2,1,1,1,3,2,14,2
55934,230,1,2,5,2,1,1,1,52,1
55934,230,1,2,1,1,1,3,2,13,2
55935,230,1,3,5,2,1,1,1,48,1
55935,230,1,3,1,1,1,3,2,14,2
55935,230,1,3,1,2,1,5,2,12,3
55936,230,1,3,5,2,1,1,1,48,1
55936,230,1,3,1,1,1,3,2,10,2
55936,230,1,3,1,2,1,5,2,10,3
55937,230,0,3,5,2,1,1,1,45,1
55937,230,0,3,1,1,1,3,2,8,2
55937,230,0,3,1,2,1,5,2,4,3
55938,230,0,3,5,2,1,1,1,47,1
55938,230,0,3,1,1,1,3,2,13,2
55938,230,0,3,1,1,1,5,2,11,3
55939,230,1,2,5,2,1,1,1,45,1
55939,230,1,2,1,1,1,3,2,7,2
55940,230,1,2,5,2,1,1,1,50,1
55940,230,1,2,1,1,1,3,2,14,2
55941,230,1,2,5,2,4,1,1,45,1
55941,230,1,2,1,1,1,3,2,8,2
55942,230,1,2,5,2,3,1,1,45,1
55942,230,1,2,1,1,1,3,2,14,2
55943,230,1,2,5,2,3,1,1,55,1
55943,230,1,2,1,1,1,3,2,13,2
55944,230,1,2,5,2,1,1,1,45,1
55944,230,1,2,1,1,1,3,2,5,2
55945,230,2,2,4,2,1,1,1,42,1
55945,230,2,2,1,2,1,3,2,8,2
55946,230,0,2,4,2,1,1,1,40,1
55946,230,0,2,1,2,1,3,2,11,2
55947,230,1,2,4,2,1,1,1,41,1
55947,230,1,2,1,2,1,3,2,13,2
55948,230,1,3,4,2,1,1,1,36,1
55948,230,1,3,1,2,1,3,2,8,2
55948,230,1,3,1,2,1,5,2,7,3
55949,230,1,2,4,2,4,1,1,38,1
55949,230,1,2,1,2,1,3,2,11,2
55950,230,1,3,4,2,4,1,1,34,1
55950,230,1,3,1,2,1,5,2,10,2
55950,230,1,3,1,2,1,5,2,8,3
55951,230,1,2,4,2,4,1,1,27,1
55951,230,1,2,1,2,1,5,2,0,2
55952,230,1,2,4,1,4,1,1,41,1
55952,230,1,2,1,2,1,5,2,12,2
55953,230,1,2,4,1,4,1,1,32,1
55953,230,1,2,1,2,1,5,2,12,2
55954,230,1,2,4,1,4,1,1,33,1
55954,230,1,2,1,2,1,5,2,8,2
55955,230,1,3,4,1,4,1,1,41,1
55955,230,1,3,1,2,1,5,2,11,2
55955,230,1,3,1,2,1,5,2,9,3
55956,230,1,4,4,1,4,1,1,40,1
55956,230,1,4,1,2,1,5,2,12,2
55956,230,1,4,1,1,1,5,2,11,3
55956,230,1,4,1,2,1,5,2,9,4
55957,230,1,3,4,1,4,1,1,43,1
55957,230,1,3,1,2,1,5,2,14,2
55957,230,1,3,1,1,1,5,2,11,3
55958,230,1,3,4,1,4,1,1,29,1
55958,230,1,3,1,2,1,5,2,5,2
55958,230,1,3,1,1,1,5,2,3,3
55959,230,1,3,4,1,4,1,1,39,1
55959,230,1,3,1,2,1,5,2,9,2
55959,230,1,3,1,1,1,5,2,6,3
55960,230,1,2,4,1,4,1,1,39,1
55960,230,1,2,1,2,1,3,2,14,2
55961,230,1,2,5,1,4,1,1,46,1
55961,230,1,2,1,2,1,3,2,9,2
55962,230,1,2,4,1,4,1,1,39,1
55962,230,1,2,1,2,1,5,2,14,2
55963,230,1,2,4,1,4,1,1,42,1
55963,230,1,2,1,2,1,5,2,13,2
55964,230,0,2,4,1,4,1,1,33,1
55964,230,0,2,1,2,1,5,2,8,2
55965,230,1,3,4,1,4,1,1,36,1
55965,230,1,3,1,2,1,5,2,6,2
55965,230,1,3,1,1,1,5,2,5,3
55966,230,1,2,4,1,4,1,1,24,1
55966,230,1,2,1,2,1,5,2,2,2
55967,230,1,2,4,1,4,1,1,43,1
55967,230,1,2,3,2,1,5,2,22,2
55968,230,0,2,4,1,4,1,1,43,1
55968,230,0,2,3,2,1,5,2,21,2
55969,230,1,2,4,1,4,1,1,40,1
55969,230,1,2,3,2,1,5,2,18,2
55970,230,1,3,4,1,4,1,1,42,1
55970,230,1,3,3,1,1,5,2,19,2
55970,230,1,3,2,1,1,3,2,16,3
55971,230,1,4,4,1,4,1,1,36,1
55971,230,1,4,3,1,1,5,2,21,2
55971,230,1,4,1,2,1,5,2,10,3
55971,230,1,4,1,2,1,5,2,1,4
55972,230,1,2,4,1,4,1,1,40,1
55972,230,1,2,3,1,1,5,2,18,2
55973,230,1,2,4,1,4,1,1,39,1
55973,230,1,2,3,1,1,1,2,18,2
55974,230,1,3,4,1,1,1,1,40,1
55974,230,1,3,3,1,1,1,2,18,2
55974,230,1,3,1,1,1,5,2,14,3
55975,230,0,3,4,1,1,1,1,40,1
55975,230,0,3,3,1,1,3,2,18,2
55975,230,0,3,1,2,1,5,2,14,3
55976,230,1,4,4,1,1,1,1,41,1
55976,230,1,4,3,1,1,3,2,19,2
55976,230,1,4,2,1,1,1,2,16,3
55976,230,1,4,1,2,1,5,2,11,4
55977,230,0,3,4,1,1,1,1,41,1
55977,230,0,3,3,1,1,3,2,22,2
55977,230,0,3,3,1,1,2,1,20,3
55978,230,0,2,4,1,1,1,2,42,1
55978,230,0,2,3,1,1,3,2,20,2
55979,230,0,2,4,1,1,1,2,40,1
55979,230,0,2,3,1,1,3,2,18,2
55980,230,0,2,4,1,1,1,2,43,1
55980,230,0,2,3,1,1,3,2,21,2
55981,230,0,2,4,1,1,1,2,39,1
55981,230,0,2,3,1,1,3,2,19,2
55982,230,0,2,4,1,1,1,2,42,1
55982,230,0,2,1,1,1,3,2,7,2
55983,230,0,2,4,1,1,1,2,43,1
55983,230,0,2,2,1,1,3,2,17,2
55984,230,0,2,4,1,1,1,2,38,1
55984,230,0,2,2,1,1,3,2,17,2
55985,230,0,5,4,1,1,1,2,43,1
55985,230,0,5,2,1,1,3,2,16,2
55985,230,0,5,1,2,1,5,2,13,3
55985,230,0,5,1,1,1,5,2,12,4
55985,230,0,5,1,1,1,5,2,10,5
55986,230,0,5,4,1,1,1,2,40,1
55986,230,0,5,2,1,1,3,2,17,2
55986,230,0,5,1,2,1,5,2,14,3
55986,230,0,5,1,2,1,5,2,13,4
55986,230,0,5,1,1,1,5,2,11,5
55987,230,0,3,4,1,4,1,2,43,1
55987,230,0,3,2,1,1,3,2,15,2
55987,230,0,3,1,1,1,5,2,13,3
55988,230,0,2,4,1,4,1,2,42,1
55988,230,0,2,2,1,1,3,2,17,2
55989,230,0,2,4,1,4,1,2,40,1
55989,230,0,2,2,1,1,3,2,16,2
55990,230,0,2,4,1,4,1,2,41,1
55990,230,0,2,2,2,1,3,2,15,2
55991,230,0,2,4,1,4,1,2,35,1
55991,230,0,2,3,2,1,3,2,19,2
55992,230,0,2,4,1,4,1,2,35,1
55992,230,0,2,3,2,1,3,2,19,2
55993,230,0,2,4,1,4,1,2,40,1
55993,230,0,2,3,2,1,1,2,18,2
55994,230,0,2,4,1,4,1,2,32,1
55994,230,0,2,1,2,1,3,2,8,2
55995,230,0,3,4,1,4,1,2,36,1
55995,230,0,3,1,2,1,3,2,13,2
55995,230,0,3,1,2,1,5,2,11,3
55996,230,0,3,4,1,4,1,2,34,1
55996,230,0,3,1,2,1,3,2,9,2
55996,230,0,3,1,2,1,5,2,7,3
55997,230,0,3,4,1,4,1,2,30,1
55997,230,0,3,1,2,1,3,2,10,2
55997,230,0,3,1,1,1,5,2,3,3
55998,230,0,3,4,1,4,1,2,29,1
55998,230,0,3,1,2,1,5,2,5,2
55998,230,0,3,1,2,1,5,2,3,3
55999,230,0,3,4,1,4,1,2,41,1
55999,230,0,3,1,2,1,5,2,8,2
55999,230,0,3,1,1,1,5,2,4,3
56000,230,0,2,4,1,4,1,2,39,1
56000,230,0,2,1,2,1,5,2,9,2
56001,230,0,2,4,1,4,1,2,36,1
56001,230,0,2,1,2,1,5,2,9,2
56002,230,0,2,4,1,4,1,2,42,1
56002,230,0,2,1,2,1,5,2,8,2
56003,230,0,2,4,1,4,1,1,43,1
56003,230,0,2,1,2,1,5,2,11,2
56004,230,0,3,4,1,4,1,1,36,1
56004,230,0,3,1,2,1,5,2,9,2
56004,230,0,3,1,2,1,5,2,9,3
56005,230,0,3,4,1,4,1,1,43,1
56005,230,0,3,1,2,1,5,2,13,2
56005,230,0,3,1,2,1,5,2,11,3
56006,230,1,3,4,1,4,1,1,34,1
56006,230,1,3,1,2,1,5,2,11,2
56006,230,1,3,1,2,1,5,2,6,3
56007,230,1,3,4,1,4,1,1,35,1
56007,230,1,3,1,2,1,5,2,11,2
56007,230,1,3,1,2,1,5,2,9,3
56008,230,1,2,4,1,4,1,1,37,1
56008,230,1,2,1,2,1,5,2,5,2
56009,230,1,2,4,2,4,1,1,33,1
56009,230,1,2,1,2,1,5,2,14,2
56010,230,1,3,4,2,4,1,1,41,1
56010,230,1,3,1,2,1,5,2,14,2
56010,230,1,3,1,2,1,5,2,10,3
56011,230,0,2,4,2,4,1,1,37,1
56011,230,0,2,1,2,1,5,2,6,2
56012,230,1,2,5,2,4,1,1,44,1
56012,230,1,2,1,2,1,5,2,13,2
56013,230,0,3,4,2,4,1,1,28,1
56013,230,0,3,1,2,1,5,2,5,2
56013,230,0,3,1,2,1,5,2,4,3
56014,230,1,2,4,2,4,1,1,39,1
56014,230,1,2,1,2,1,5,2,10,2
56015,230,1,2,4,2,4,2,1,41,1
56015,230,1,2,1,2,1,5,2,14,2
56016,230,1,2,4,2,4,2,1,28,1
56016,230,1,2,1,2,1,5,2,7,2
56017,230,1,2,4,2,1,2,1,38,1
56017,230,1,2,1,2,1,5,2,10,2
56018,230,1,2,4,2,4,2,1,25,1
56018,230,1,2,1,2,1,5,2,5,2
56019,230,1,3,4,2,4,2,1,40,1
56019,230,1,3,1,2,1,5,2,10,2
56019,230,1,3,1,2,1,5,2,6,3
56020,230,0,3,4,2,4,2,1,42,1
56020,230,0,3,1,2,1,5,2,14,2
56020,230,0,3,1,1,1,5,2,11,3
56021,230,1,3,4,2,4,2,1,40,1
56021,230,1,3,1,2,1,5,2,12,2
56021,230,1,3,1,2,1,5,2,10,3
56022,230,1,2,4,2,4,1,1,25,1
56022,230,1,2,1,2,1,5,2,3,2
56023,230,0,3,4,2,4,1,1,35,1
56023,230,0,3,1,2,1,5,2,10,2
56023,230,0,3,1,1,1,5,2,5,3
56024,230,1,3,4,2,4,1,1,32,1
56024,230,1,3,1,2,1,5,2,8,2
56024,230,1,3,1,1,1,5,2,4,3
56025,230,1,2,4,2,4,1,1,28,1
56025,230,1,2,1,2,1,5,2,7,2
56026,230,1,2,4,2,4,1,1,42,1
56026,230,1,2,1,2,1,5,2,8,2
56027,230,1,2,4,2,4,1,1,37,1
56027,230,1,2,1,2,1,5,2,3,2
56028,230,1,3,4,2,4,1,1,34,1
56028,230,1,3,1,2,1,5,2,4,2
56028,230,1,3,1,1,1,5,2,2,3
56029,230,1,3,4,2,4,1,1,36,1
56029,230,1,3,1,2,1,5,2,6,2
56029,230,1,3,1,1,1,5,2,4,3
56030,230,1,3,4,2,4,1,1,42,1
56030,230,1,3,1,2,1,5,2,12,2
56030,230,1,3,1,2,1,5,2,10,3
56031,230,1,3,4,2,4,1,1,33,1
56031,230,1,3,1,2,1,5,2,9,2
56031,230,1,3,1,1,1,5,2,6,3
56032,230,1,3,4,2,4,1,1,32,1
56032,230,1,3,1,2,1,5,2,7,2
56032,230,1,3,1,1,1,5,2,4,3
56033,230,0,3,4,2,4,1,1,37,1
56033,230,0,3,1,2,1,5,2,8,2
56033,230,0,3,1,1,1,5,2,6,3
56034,230,1,3,4,2,4,1,1,33,1
56034,230,1,3,1,2,1,5,2,11,2
56034,230,1,3,1,1,1,5,2,6,3
56035,230,1,2,4,2,4,1,1,40,1
56035,230,1,2,1,2,1,5,2,11,2
56036,230,2,2,4,2,4,1,1,30,1
56036,230,2,2,1,2,1,5,2,0,2
56037,230,1,2,4,2,4,1,1,31,1
56037,230,1,2,1,2,1,5,2,2,2
56038,230,1,3,4,2,4,1,1,35,1
56038,230,1,3,1,2,1,5,2,11,2
56038,230,1,3,1,1,1,5,2,11,3
56039,230,1,2,4,2,4,1,1,40,1
56039,230,1,2,1,2,1,5,2,14,2
56040,230,1,2,4,2,4,1,1,42,1
56040,230,1,2,1,2,1,5,2,11,2
56041,230,1,3,4,2,4,1,1,28,1
56041,230,1,3,1,2,1,3,2,5,2
56041,230,1,3,1,2,1,5,2,4,3
56042,230,1,2,4,2,4,1,1,25,1
56042,230,1,2,1,1,1,3,2,5,2
56043,230,1,2,4,2,4,1,1,36,1
56043,230,1,2,1,1,1,5,2,10,2
56044,230,0,2,4,2,4,1,1,43,1
56044,230,0,2,1,1,1,5,2,9,2
56045,230,0,3,4,2,4,1,1,33,1
56045,230,0,3,1,1,1,5,2,11,2
56045,230,0,3,1,1,1,5,2,6,3
56046,230,1,2,4,2,1,1,1,30,1
56046,230,1,2,1,2,1,5,2,1,2
56047,230,0,3,4,2,1,1,1,37,1
56047,230,0,3,1,2,1,5,2,14,2
56047,230,0,3,1,2,1,5,2,10,3
56048,230,0,2,4,2,1,1,2,40,1
56048,230,0,2,1,2,1,5,2,11,2
56049,230,0,3,4,2,1,1,2,41,1
56049,230,0,3,1,2,1,3,2,11,2
56049,230,0,3,1,1,1,5,2,9,3
56050,230,0,3,4,2,1,1,2,39,1
56050,230,0,3,1,2,1,3,2,10,2
56050,230,0,3,1,1,1,5,2,7,3
56051,230,0,3,4,2,1,1,2,40,1
56051,230,0,3,1,2,1,3,2,9,2
56051,230,0,3,1,1,1,5,2,7,3
56052,230,0,2,4,2,1,1,2,41,1
56052,230,0,2,1,2,1,3,2,1,2
56053,230,0,2,4,2,1,1,2,42,1
56053,230,0,2,1,2,1,3,2,9,2
56054,230,0,2,4,2,1,1,2,38,1
56054,230,0,2,1,2,1,3,2,3,2
56055,230,0,2,4,2,1,1,2,35,1
56055,230,0,2,1,2,1,3,2,9,2
56056,230,0,2,4,2,1,1,2,41,1
56056,230,0,2,1,1,1,3,2,11,2
56057,230,0,2,4,2,1,1,2,42,1
56057,230,0,2,1,1,1,3,2,9,2
56058,230,0,2,4,2,1,1,2,36,1
56058,230,0,2,1,1,1,3,2,9,2
56059,230,1,2,4,2,1,1,1,25,1
56059,230,1,2,1,1,1,5,2,3,2
56060,230,1,2,4,2,1,1,1,43,1
56060,230,1,2,1,1,1,5,2,8,2
56061,230,1,3,4,2,1,1,1,37,1
56061,230,1,3,1,1,1,5,2,13,2
56061,230,1,3,1,2,1,5,2,11,3
56062,230,1,3,4,2,1,1,1,35,1
56062,230,1,3,1,1,1,5,2,11,2
56062,230,1,3,1,1,1,5,2,9,3
56063,230,1,3,4,2,1,1,1,30,1
56063,230,1,3,1,1,1,5,2,14,2
56063,230,1,3,1,1,1,5,2,11,3
56064,230,1,3,4,2,1,1,1,36,1
56064,230,1,3,1,1,1,5,2,13,2
56064,230,1,3,1,2,1,5,2,11,3
56065,230,1,3,4,2,1,1,1,40,1
56065,230,1,3,1,1,1,5,2,14,2
56065,230,1,3,1,2,1,5,2,12,3
56066,230,1,3,4,2,1,1,1,43,1
56066,230,1,3,1,1,1,5,2,13,2
56066,230,1,3,1,1,1,5,2,11,3
56067,230,1,3,4,2,1,1,1,40,1
56067,230,1,3,1,2,1,5,2,10,2
56067,230,1,3,1,2,1,5,2,6,3
56068,230,1,3,4,2,1,1,1,38,1
56068,230,1,3,1,2,1,5,2,8,2
56068,230,1,3,1,2,1,5,2,6,3
56069,230,1,2,4,2,1,1,1,31,1
56069,230,1,2,1,2,1,5,2,7,2
56070,230,1,2,4,2,1,1,1,39,1
56070,230,1,2,1,2,1,5,2,12,2
56071,230,1,2,5,2,1,1,1,44,1
56071,230,1,2,1,2,1,5,2,10,2
56072,230,3,3,5,2,1,1,1,44,1
56072,230,3,3,1,2,1,5,2,14,2
56072,230,3,3,1,1,1,5,2,12,3
56073,230,3,3,5,2,1,1,1,48,1
56073,230,3,3,2,2,1,5,2,17,2
56073,230,3,3,1,1,1,5,2,14,3
56074,230,3,3,5,2,1,1,1,46,1
56074,230,3,3,1,2,1,3,2,10,2
56074,230,3,3,1,1,1,5,2,6,3
56075,230,3,3,5,2,1,1,1,51,1
56075,230,3,3,1,1,1,3,2,14,2
56075,230,3,3,1,1,1,5,2,11,3
56076,230,0,2,5,2,1,1,1,46,1
56076,230,0,2,1,1,1,3,2,10,2
56077,230,1,2,5,2,4,1,1,45,1
56077,230,1,2,1,1,1,3,2,14,2
56078,230,1,2,5,2,4,1,1,49,1
56078,230,1,2,1,1,1,3,2,14,2
56079,230,1,2,5,2,4,1,1,51,1
56079,230,1,2,1,1,1,3,2,14,2
56080,230,1,2,5,1,4,1,1,45,1
56080,230,1,2,1,1,1,3,2,8,2
56081,230,1,3,5,2,4,1,1,45,1
56081,230,1,3,1,1,1,3,2,14,2
56081,230,1,3,1,1,1,5,2,10,3
56082,230,1,2,5,2,4,1,1,49,1
56082,230,1,2,1,1,1,3,2,14,2
56083,230,1,3,5,2,4,1,1,52,1
56083,230,1,3,4,1,1,3,2,32,2
56083,230,1,3,4,2,1,3,1,30,3
56084,230,2,4,5,2,4,1,1,52,1
56084,230,2,4,4,1,1,3,2,31,2
56084,230,2,4,4,2,1,1,1,27,3
56084,230,2,4,3,2,1,1,2,18,4
56085,230,2,3,5,2,4,1,1,63,1
56085,230,2,3,4,1,1,3,2,33,2
56085,230,2,3,1,1,1,5,2,3,3
56086,230,2,3,5,2,4,1,1,52,1
56086,230,2,3,4,1,4,3,2,31,2
56086,230,2,3,4,2,1,1,1,27,3
56087,230,2,3,5,2,4,1,1,59,1
56087,230,2,3,4,1,4,3,2,24,2
56087,230,2,3,3,2,1,1,1,22,3
56088,230,1,2,5,2,4,1,1,61,1
56088,230,1,2,4,1,1,3,2,35,2
56089,230,0,3,5,2,4,1,1,59,1
56089,230,0,3,4,1,1,3,2,25,2
56089,230,0,3,3,2,1,2,2,23,3
56090,230,1,2,5,2,4,1,1,55,1
56090,230,1,2,4,1,1,3,1,27,2
56091,230,1,3,6,2,4,1,1,86,1
56091,230,1,3,5,1,1,3,1,52,2
56091,230,1,3,5,1,2,1,1,50,3
56092,230,0,3,6,2,4,1,1,84,1
56092,230,0,3,5,1,1,3,1,57,2
56092,230,0,3,5,1,2,1,1,53,3
56093,230,3,2,6,2,4,1,1,86,1
56093,230,3,2,5,1,1,3,1,55,2
56094,230,3,3,6,2,4,1,1,83,1
56094,230,3,3,5,1,1,1,1,59,2
56094,230,3,3,5,1,2,1,1,44,3
56095,230,0,2,6,2,4,4,1,88,1
56095,230,0,2,5,1,1,1,1,57,2
56096,230,2,3,6,2,4,4,2,86,1
56096,230,2,3,5,1,1,1,1,52,2
56096,230,2,3,5,1,2,1,1,50,3
56097,230,2,3,6,2,3,4,2,88,1
56097,230,2,3,5,1,1,1,1,56,2
56097,230,2,3,4,1,2,1,1,25,3
56098,230,1,2,6,2,3,4,2,85,1
56098,230,1,2,5,1,1,1,1,54,2
56099,230,1,2,6,2,3,4,2,83,1
56099,230,1,2,5,1,1,1,1,49,2
56100,230,1,2,6,2,3,4,2,67,1
56100,230,1,2,4,1,1,1,1,41,2
56101,230,1,2,6,2,3,4,2,67,1
56101,230,1,2,4,1,1,1,1,41,2
56102,230,1,2,6,2,3,4,2,70,1
56102,230,1,2,4,1,1,1,1,41,2
56103,230,1,2,6,2,3,4,2,88,1
56103,230,1,2,5,1,1,1,1,57,2
56104,230,1,2,6,2,3,4,2,82,1
56104,230,1,2,5,1,1,1,1,44,2
56105,230,1,2,6,2,3,4,2,68,1
56105,230,1,2,5,1,1,1,1,45,2
56106,230,0,3,6,2,3,4,2,83,1
56106,230,0,3,5,1,1,1,1,59,2
56106,230,0,3,5,2,2,1,2,44,3
56107,230,1,2,6,2,3,4,2,86,1
56107,230,1,2,5,1,1,1,1,54,2
56108,230,1,2,6,2,3,4,2,81,1
56108,230,1,2,5,1,1,1,1,53,2
56109,230,1,2,6,2,3,4,2,84,1
56109,230,1,2,5,1,1,1,1,60,2
56110,230,1,2,6,2,3,4,2,84,1
56110,230,1,2,5,1,1,1,1,57,2
56111,230,1,2,6,2,3,4,2,82,1
56111,230,1,2,5,1,1,1,1,51,2
56112,230,1,2,6,2,3,4,2,81,1
56112,230,1,2,5,1,1,1,1,58,2
56113,230,0,2,6,2,3,4,2,83,1
56113,230,0,2,5,1,1,1,1,49,2
56114,230,1,2,6,2,3,4,2,86,1
56114,230,1,2,5,1,1,1,1,54,2
56115,230,1,2,6,2,3,4,2,76,1
56115,230,1,2,5,1,1,1,1,52,2
56116,230,1,2,6,2,3,4,2,70,1
56116,230,1,2,5,1,1,1,1,47,2
56117,230,1,2,6,2,3,4,2,77,1
56117,230,1,2,5,1,1,1,1,45,2
56118,230,1,2,6,2,3,4,2,67,1
56118,230,1,2,5,1,1,1,1,45,2
56119,230,1,3,6,2,3,4,2,86,1
56119,230,1,3,5,1,4,1,1,52,2
56119,230,1,3,5,2,2,1,1,50,3
56120,230,0,2,6,2,3,4,2,84,1
56120,230,0,2,5,1,4,1,1,50,2
56121,230,1,3,6,2,3,4,2,86,1
56121,230,1,3,5,1,4,1,1,52,2
56121,230,1,3,5,2,2,2,1,50,3
56122,230,2,3,6,2,3,4,2,83,1
56122,230,2,3,5,1,4,1,1,59,2
56122,230,2,3,5,1,2,1,1,44,3
56123,230,1,3,6,2,3,4,2,74,1
56123,230,1,3,5,1,4,1,1,54,2
56123,230,1,3,5,1,2,1,1,52,3
56124,230,2,3,6,2,3,4,2,86,1
56124,230,2,3,5,1,4,1,1,52,2
56124,230,2,3,5,1,2,1,1,50,3
56125,230,1,3,6,1,3,4,2,84,1
56125,230,1,3,5,1,1,1,1,57,2
56125,230,1,3,5,1,2,1,1,53,3
56126,230,0,2,6,1,3,4,2,91,1
56126,230,0,2,5,1,1,1,1,52,2
56127,230,0,2,6,1,3,4,2,90,1
56127,230,0,2,5,1,1,1,1,64,2
56128,230,1,2,6,1,3,4,1,86,1
56128,230,1,2,5,1,1,1,1,59,2
56129,230,1,2,6,1,3,4,1,77,1
56129,230,1,2,5,1,1,1,1,54,2
56130,230,1,2,6,1,3,4,1,77,1
56130,230,1,2,5,1,1,1,1,50,2
56131,230,1,3,6,1,3,4,1,84,1
56131,230,1,3,5,1,1,1,1,57,2
56131,230,1,3,5,1,2,1,1,53,3
56132,230,2,3,6,1,3,4,1,73,1
56132,230,2,3,5,1,1,1,1,53,2
56132,230,2,3,4,2,1,1,2,43,3
56133,230,2,3,6,1,3,4,1,84,1
56133,230,2,3,5,1,1,1,1,57,2
56133,230,2,3,5,1,2,1,1,53,3
56134,230,3,3,6,1,3,4,1,73,1
56134,230,3,3,5,1,1,1,1,53,2
56134,230,3,3,4,1,1,2,1,43,3
56135,230,3,3,6,1,3,4,1,72,1
56135,230,3,3,4,1,1,1,1,42,2
56135,230,3,3,4,1,1,2,1,37,3
56136,230,3,2,6,2,3,4,1,75,1
56136,230,3,2,4,1,1,1,1,38,2
56137,230,0,2,6,2,3,4,1,70,1
56137,230,0,2,4,1,1,1,1,36,2
56138,230,0,2,6,2,3,4,1,65,1
56138,230,0,2,4,1,1,1,1,39,2
56139,230,1,3,6,2,3,4,1,65,1
56139,230,1,3,4,1,1,1,1,28,2
56139,230,1,3,4,2,1,1,1,25,3
56140,230,2,2,6,2,3,4,1,68,1
56140,230,2,2,4,1,1,1,1,38,2
56141,230,2,2,6,2,3,4,1,68,1
56141,230,2,2,4,1,4,1,1,37,2
56142,230,2,2,6,2,3,4,1,71,1
56142,230,2,2,4,1,4,1,1,42,2
56143,230,2,2,6,2,3,4,1,72,1
56143,230,2,2,4,1,4,1,1,40,2
56144,230,2,2,6,2,3,4,1,79,1
56144,230,2,2,4,1,4,1,1,40,2
56145,230,1,2,6,2,3,4,1,65,1
56145,230,1,2,4,1,4,1,1,24,2
56146,230,2,2,5,2,3,4,1,60,1
56146,230,2,2,4,1,4,1,1,28,2
56147,230,1,3,6,2,3,4,1,72,1
56147,230,1,3,4,1,4,1,1,42,2
56147,230,1,3,4,1,1,1,1,37,3
56148,230,2,3,6,2,3,4,1,65,1
56148,230,2,3,4,1,4,1,1,26,2
56148,230,2,3,4,2,1,1,1,25,3
56149,230,0,2,6,2,3,4,1,78,1
56149,230,0,2,4,1,4,1,1,43,2
56150,230,1,2,6,2,3,4,1,69,1
56150,230,1,2,4,1,4,1,1,35,2
56151,230,2,2,6,1,3,4,1,68,1
56151,230,2,2,4,1,4,1,1,40,2
56152,230,1,2,6,1,3,4,2,74,1
56152,230,1,2,4,1,4,1,1,42,2
56153,230,1,2,6,1,3,4,2,70,1
56153,230,1,2,4,1,4,1,1,36,2
56154,230,1,3,6,1,3,4,2,72,1
56154,230,1,3,4,1,4,1,1,42,2
56154,230,1,3,4,1,1,1,2,37,3
56155,230,1,2,6,1,3,4,2,68,1
56155,230,1,2,4,1,4,1,1,39,2
56156,230,1,2,6,1,3,4,2,74,1
56156,230,1,2,4,1,1,1,1,42,2
56157,230,1,2,6,1,3,4,2,70,1
56157,230,1,2,4,1,1,1,1,25,2
56158,230,1,3,6,1,3,4,2,65,1
56158,230,1,3,4,1,1,1,1,28,2
56158,230,1,3,4,2,1,1,1,25,3
56159,230,2,3,6,1,3,4,2,74,1
56159,230,2,3,4,1,1,1,1,34,2
56159,230,2,3,4,2,1,1,1,30,3
56160,230,2,2,5,1,3,4,2,60,1
56160,230,2,2,3,1,1,1,1,20,2
56161,230,1,2,5,1,3,4,2,58,1
56161,230,1,2,3,1,1,1,1,22,2
56162,230,1,2,5,1,3,4,2,46,1
56162,230,1,2,3,1,1,1,1,21,2
56163,230,0,2,5,1,3,4,2,51,1
56163,230,0,2,3,1,1,1,1,20,2
56164,230,0,2,5,1,3,4,2,49,1
56164,230,0,2,4,1,1,1,1,26,2
56165,230,1,3,5,1,3,4,2,55,1
56165,230,1,3,4,1,1,1,1,24,2
56165,230,1,3,3,2,1,1,2,23,3
56166,230,1,3,5,1,3,4,2,54,1
56166,230,1,3,4,2,1,1,1,24,2
56166,230,1,3,3,2,1,1,2,18,3
56167,230,0,2,5,1,3,4,2,62,1
56167,230,0,2,4,2,1,1,1,35,2
