Year,Marital status of mother,Age class of mother,Sex of child,Birth order,Age class of father,Count
2006,Other,30-34 years,Girl,Mother not married,Less than 20 years,0
2006,Other,35-39 years,Girl,Mother not married,Less than 20 years,0
2006,Other,40-44 years,Girl,Mother not married,Less than 20 years,0
2006,Other,45-49 years,Girl,Mother not married,Less than 20 years,0
2006,Other,50 years or older,Girl,Mother not married,Less than 20 years,0
2007,Married,Less than 20 years,Boy,First child,Less than 20 years,6
2007,Married,20-24 years,Boy,First child,Less than 20 years,7
2007,Married,25-29 years,Boy,First child,Less than 20 years,1
2007,Married,30-34 years,Boy,First child,Less than 20 years,0
2007,Married,35-39 years,Boy,First child,Less than 20 years,0
2007,Married,40-44 years,Boy,First child,Less than 20 years,0
2007,Married,45-49 years,Boy,First child,Less than 20 years,0
2007,Married,50 years or older,Boy,First child,Less than 20 years,0
2007,Other,Less than 20 years,Boy,First child,Less than 20 years,0
2007,Other,20-24 years,Boy,First child,Less than 20 years,0
2007,Other,25-29 years,Boy,First child,Less than 20 years,0
2007,Other,30-34 years,Boy,First child,Less than 20 years,0
2007,Other,35-39 years,Boy,First child,Less than 20 years,0
2007,Other,40-44 years,Boy,First child,Less than 20 years,0
2007,Other,45-49 years,Boy,First child,Less than 20 years,0
2007,Other,50 years or older,Boy,First child,Less than 20 years,0
2007,Married,Less than 20 years,Boy,Second child,Less than 20 years,1
2007,Married,20-24 years,Boy,Second child,Less than 20 years,0
2007,Married,25-29 years,Boy,Second child,Less than 20 years,0
2007,Married,30-34 years,Boy,Second child,Less than 20 years,0
2007,Married,35-39 years,Boy,Second child,Less than 20 years,0
2007,Married,40-44 years,Boy,Second child,Less than 20 years,0
2007,Married,45-49 years,Boy,Second child,Less than 20 years,0
2007,Married,50 years or older,Boy,Second child,Less than 20 years,0
2007,Other,Less than 20 years,Boy,Second child,Less than 20 years,0
2007,Other,20-24 years,Boy,Second child,Less than 20 years,0
2007,Other,25-29 years,Boy,Second child,Less than 20 years,0
2007,Other,30-34 years,Boy,Second child,Less than 20 years,0
2007,Other,35-39 years,Boy,Second child,Less than 20 years,0
2007,Other,40-44 years,Boy,Second child,Less than 20 years,0
2007,Other,45-49 years,Boy,Second child,Less than 20 years,0
2007,Other,50 years or older,Boy,Second child,Less than 20 years,0
2007,Married,Less than 20 years,Boy,Third child,Less than 20 years,0
2007,Married,20-24 years,Boy,Third child,Less than 20 years,0
2007,Married,25-29 years,Boy,Third child,Less than 20 years,0
2007,Married,30-34 years,Boy,Third child,Less than 20 years,0
2007,Married,35-39 years,Boy,Third child,Less than 20 years,0
2007,Married,40-44 years,Boy,Third child,Less than 20 years,0
2007,Married,45-49 years,Boy,Third child,Less than 20 years,0
2007,Married,50 years or older,Boy,Third child,Less than 20 years,0
2007,Other,Less than 20 years,Boy,Third child,Less than 20 years,0
2007,Other,20-24 years,Boy,Third child,Less than 20 years,0
2007,Other,25-29 years,Boy,Third child,Less than 20 years,0
2007,Other,30-34 years,Boy,Third child,Less than 20 years,0
2007,Other,35-39 years,Boy,Third child,Less than 20 years,0
2007,Other,40-44 years,Boy,Third child,Less than 20 years,0
2007,Other,45-49 years,Boy,Third child,Less than 20 years,0
2007,Other,50 years or older,Boy,Third child,Less than 20 years,0
2007,Married,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,20-24 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,25-29 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,30-34 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,35-39 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,40-44 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,45-49 years,Boy,Forth child or more,Less than 20 years,0
2007,Married,50 years or older,Boy,Forth child or more,Less than 20 years,0
2007,Other,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,20-24 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,25-29 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,30-34 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,35-39 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,40-44 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,45-49 years,Boy,Forth child or more,Less than 20 years,0
2007,Other,50 years or older,Boy,Forth child or more,Less than 20 years,0
2007,Married,Less than 20 years,Boy,Mother not married,Less than 20 years,0
2007,Married,20-24 years,Boy,Mother not married,Less than 20 years,0
2007,Married,25-29 years,Boy,Mother not married,Less than 20 years,0
2007,Married,30-34 years,Boy,Mother not married,Less than 20 years,0
2007,Married,35-39 years,Boy,Mother not married,Less than 20 years,0
2007,Married,40-44 years,Boy,Mother not married,Less than 20 years,0
2007,Married,45-49 years,Boy,Mother not married,Less than 20 years,0
2007,Married,50 years or older,Boy,Mother not married,Less than 20 years,0
2007,Other,Less than 20 years,Boy,Mother not married,Less than 20 years,47
2007,Other,20-24 years,Boy,Mother not married,Less than 20 years,18
2007,Other,25-29 years,Boy,Mother not married,Less than 20 years,3
2007,Other,30-34 years,Boy,Mother not married,Less than 20 years,0
2007,Other,35-39 years,Boy,Mother not married,Less than 20 years,0
2007,Other,40-44 years,Boy,Mother not married,Less than 20 years,0
2007,Other,45-49 years,Boy,Mother not married,Less than 20 years,0
2007,Other,50 years or older,Boy,Mother not married,Less than 20 years,0
2007,Married,Less than 20 years,Girl,First child,Less than 20 years,2
2007,Married,20-24 years,Girl,First child,Less than 20 years,7
2007,Married,25-29 years,Girl,First child,Less than 20 years,0
2007,Married,30-34 years,Girl,First child,Less than 20 years,1
2007,Married,35-39 years,Girl,First child,Less than 20 years,0
2007,Married,40-44 years,Girl,First child,Less than 20 years,0
2007,Married,45-49 years,Girl,First child,Less than 20 years,0
2007,Married,50 years or older,Girl,First child,Less than 20 years,0
2007,Other,Less than 20 years,Girl,First child,Less than 20 years,0
2007,Other,20-24 years,Girl,First child,Less than 20 years,0
2007,Other,25-29 years,Girl,First child,Less than 20 years,0
2007,Other,30-34 years,Girl,First child,Less than 20 years,0
2007,Other,35-39 years,Girl,First child,Less than 20 years,0
2007,Other,40-44 years,Girl,First child,Less than 20 years,0
2007,Other,45-49 years,Girl,First child,Less than 20 years,0
2007,Other,50 years or older,Girl,First child,Less than 20 years,0
2007,Married,Less than 20 years,Girl,Second child,Less than 20 years,0
2007,Married,20-24 years,Girl,Second child,Less than 20 years,0
2007,Married,25-29 years,Girl,Second child,Less than 20 years,0
2007,Married,30-34 years,Girl,Second child,Less than 20 years,0
2007,Married,35-39 years,Girl,Second child,Less than 20 years,0
2007,Married,40-44 years,Girl,Second child,Less than 20 years,0
2007,Married,45-49 years,Girl,Second child,Less than 20 years,0
2007,Married,50 years or older,Girl,Second child,Less than 20 years,0
2007,Other,Less than 20 years,Girl,Second child,Less than 20 years,0
2007,Other,20-24 years,Girl,Second child,Less than 20 years,0
2007,Other,25-29 years,Girl,Second child,Less than 20 years,0
2007,Other,30-34 years,Girl,Second child,Less than 20 years,0
2007,Other,35-39 years,Girl,Second child,Less than 20 years,0
2007,Other,40-44 years,Girl,Second child,Less than 20 years,0
2007,Other,45-49 years,Girl,Second child,Less than 20 years,0
2007,Other,50 years or older,Girl,Second child,Less than 20 years,0
2007,Married,Less than 20 years,Girl,Third child,Less than 20 years,0
2007,Married,20-24 years,Girl,Third child,Less than 20 years,0
2007,Married,25-29 years,Girl,Third child,Less than 20 years,0
2007,Married,30-34 years,Girl,Third child,Less than 20 years,0
2007,Married,35-39 years,Girl,Third child,Less than 20 years,0
2007,Married,40-44 years,Girl,Third child,Less than 20 years,0
2007,Married,45-49 years,Girl,Third child,Less than 20 years,0
2007,Married,50 years or older,Girl,Third child,Less than 20 years,0
2007,Other,Less than 20 years,Girl,Third child,Less than 20 years,0
2007,Other,20-24 years,Girl,Third child,Less than 20 years,0
2007,Other,25-29 years,Girl,Third child,Less than 20 years,0
2007,Other,30-34 years,Girl,Third child,Less than 20 years,0
2007,Other,35-39 years,Girl,Third child,Less than 20 years,0
2007,Other,40-44 years,Girl,Third child,Less than 20 years,0
2007,Other,45-49 years,Girl,Third child,Less than 20 years,0
2007,Other,50 years or older,Girl,Third child,Less than 20 years,0
2007,Married,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,20-24 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,25-29 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,30-34 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,35-39 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,40-44 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,45-49 years,Girl,Forth child or more,Less than 20 years,0
2007,Married,50 years or older,Girl,Forth child or more,Less than 20 years,0
2007,Other,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,20-24 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,25-29 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,30-34 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,35-39 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,40-44 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,45-49 years,Girl,Forth child or more,Less than 20 years,0
2007,Other,50 years or older,Girl,Forth child or more,Less than 20 years,0
2007,Married,Less than 20 years,Girl,Mother not married,Less than 20 years,0
2007,Married,20-24 years,Girl,Mother not married,Less than 20 years,0
2007,Married,25-29 years,Girl,Mother not married,Less than 20 years,0
2007,Married,30-34 years,Girl,Mother not married,Less than 20 years,0
2007,Married,35-39 years,Girl,Mother not married,Less than 20 years,0
2007,Married,40-44 years,Girl,Mother not married,Less than 20 years,0
2007,Married,45-49 years,Girl,Mother not married,Less than 20 years,0
2007,Married,50 years or older,Girl,Mother not married,Less than 20 years,0
2007,Other,Less than 20 years,Girl,Mother not married,Less than 20 years,42
2007,Other,20-24 years,Girl,Mother not married,Less than 20 years,11
2007,Other,25-29 years,Girl,Mother not married,Less than 20 years,1
2007,Other,30-34 years,Girl,Mother not married,Less than 20 years,0
2007,Other,35-39 years,Girl,Mother not married,Less than 20 years,0
2007,Other,40-44 years,Girl,Mother not married,Less than 20 years,0
2007,Other,45-49 years,Girl,Mother not married,Less than 20 years,0
2007,Other,50 years or older,Girl,Mother not married,Less than 20 years,0
2008,Married,Less than 20 years,Boy,First child,Less than 20 years,4
2008,Married,20-24 years,Boy,First child,Less than 20 years,3
2008,Married,25-29 years,Boy,First child,Less than 20 years,0
2008,Married,30-34 years,Boy,First child,Less than 20 years,1
2008,Married,35-39 years,Boy,First child,Less than 20 years,0
2008,Married,40-44 years,Boy,First child,Less than 20 years,0
2008,Married,45-49 years,Boy,First child,Less than 20 years,0
2008,Married,50 years or older,Boy,First child,Less than 20 years,0
2008,Other,Less than 20 years,Boy,First child,Less than 20 years,0
2008,Other,20-24 years,Boy,First child,Less than 20 years,0
2008,Other,25-29 years,Boy,First child,Less than 20 years,0
2008,Other,30-34 years,Boy,First child,Less than 20 years,0
2008,Other,35-39 years,Boy,First child,Less than 20 years,0
2008,Other,40-44 years,Boy,First child,Less than 20 years,0
2008,Other,45-49 years,Boy,First child,Less than 20 years,0
2008,Other,50 years or older,Boy,First child,Less than 20 years,0
2008,Married,Less than 20 years,Boy,Second child,Less than 20 years,0
2008,Married,20-24 years,Boy,Second child,Less than 20 years,0
2008,Married,25-29 years,Boy,Second child,Less than 20 years,0
2008,Married,30-34 years,Boy,Second child,Less than 20 years,0
2008,Married,35-39 years,Boy,Second child,Less than 20 years,0
2008,Married,40-44 years,Boy,Second child,Less than 20 years,0
2008,Married,45-49 years,Boy,Second child,Less than 20 years,0
2008,Married,50 years or older,Boy,Second child,Less than 20 years,0
2008,Other,Less than 20 years,Boy,Second child,Less than 20 years,0
2008,Other,20-24 years,Boy,Second child,Less than 20 years,0
2008,Other,25-29 years,Boy,Second child,Less than 20 years,0
2008,Other,30-34 years,Boy,Second child,Less than 20 years,0
2008,Other,35-39 years,Boy,Second child,Less than 20 years,0
2008,Other,40-44 years,Boy,Second child,Less than 20 years,0
2008,Other,45-49 years,Boy,Second child,Less than 20 years,0
2008,Other,50 years or older,Boy,Second child,Less than 20 years,0
2008,Married,Less than 20 years,Boy,Third child,Less than 20 years,0
2008,Married,20-24 years,Boy,Third child,Less than 20 years,0
2008,Married,25-29 years,Boy,Third child,Less than 20 years,0
2008,Married,30-34 years,Boy,Third child,Less than 20 years,0
2008,Married,35-39 years,Boy,Third child,Less than 20 years,0
2008,Married,40-44 years,Boy,Third child,Less than 20 years,0
2008,Married,45-49 years,Boy,Third child,Less than 20 years,0
2008,Married,50 years or older,Boy,Third child,Less than 20 years,0
2008,Other,Less than 20 years,Boy,Third child,Less than 20 years,0
2008,Other,20-24 years,Boy,Third child,Less than 20 years,0
2008,Other,25-29 years,Boy,Third child,Less than 20 years,0
2008,Other,30-34 years,Boy,Third child,Less than 20 years,0
2008,Other,35-39 years,Boy,Third child,Less than 20 years,0
2008,Other,40-44 years,Boy,Third child,Less than 20 years,0
2008,Other,45-49 years,Boy,Third child,Less than 20 years,0
2008,Other,50 years or older,Boy,Third child,Less than 20 years,0
2008,Married,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,20-24 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,25-29 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,30-34 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,35-39 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,40-44 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,45-49 years,Boy,Forth child or more,Less than 20 years,0
2008,Married,50 years or older,Boy,Forth child or more,Less than 20 years,0
2008,Other,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,20-24 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,25-29 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,30-34 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,35-39 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,40-44 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,45-49 years,Boy,Forth child or more,Less than 20 years,0
2008,Other,50 years or older,Boy,Forth child or more,Less than 20 years,0
2008,Married,Less than 20 years,Boy,Mother not married,Less than 20 years,0
2008,Married,20-24 years,Boy,Mother not married,Less than 20 years,0
2008,Married,25-29 years,Boy,Mother not married,Less than 20 years,0
2008,Married,30-34 years,Boy,Mother not married,Less than 20 years,0
2008,Married,35-39 years,Boy,Mother not married,Less than 20 years,0
2008,Married,40-44 years,Boy,Mother not married,Less than 20 years,0
2008,Married,45-49 years,Boy,Mother not married,Less than 20 years,0
2008,Married,50 years or older,Boy,Mother not married,Less than 20 years,0
2008,Other,Less than 20 years,Boy,Mother not married,Less than 20 years,55
2008,Other,20-24 years,Boy,Mother not married,Less than 20 years,20
2008,Other,25-29 years,Boy,Mother not married,Less than 20 years,4
2008,Other,30-34 years,Boy,Mother not married,Less than 20 years,3
2008,Other,35-39 years,Boy,Mother not married,Less than 20 years,0
2008,Other,40-44 years,Boy,Mother not married,Less than 20 years,0
2008,Other,45-49 years,Boy,Mother not married,Less than 20 years,0
2008,Other,50 years or older,Boy,Mother not married,Less than 20 years,0
2008,Married,Less than 20 years,Girl,First child,Less than 20 years,1
2008,Married,20-24 years,Girl,First child,Less than 20 years,4
2008,Married,25-29 years,Girl,First child,Less than 20 years,0
2008,Married,30-34 years,Girl,First child,Less than 20 years,0
2008,Married,35-39 years,Girl,First child,Less than 20 years,0
2008,Married,40-44 years,Girl,First child,Less than 20 years,0
2008,Married,45-49 years,Girl,First child,Less than 20 years,0
2008,Married,50 years or older,Girl,First child,Less than 20 years,0
2008,Other,Less than 20 years,Girl,First child,Less than 20 years,0
2008,Other,20-24 years,Girl,First child,Less than 20 years,0
2008,Other,25-29 years,Girl,First child,Less than 20 years,0
2008,Other,30-34 years,Girl,First child,Less than 20 years,0
2008,Other,35-39 years,Girl,First child,Less than 20 years,0
2008,Other,40-44 years,Girl,First child,Less than 20 years,0
2008,Other,45-49 years,Girl,First child,Less than 20 years,0
2008,Other,50 years or older,Girl,First child,Less than 20 years,0
2008,Married,Less than 20 years,Girl,Second child,Less than 20 years,0
2008,Married,20-24 years,Girl,Second child,Less than 20 years,0
2008,Married,25-29 years,Girl,Second child,Less than 20 years,0
2008,Married,30-34 years,Girl,Second child,Less than 20 years,0
2008,Married,35-39 years,Girl,Second child,Less than 20 years,0
2008,Married,40-44 years,Girl,Second child,Less than 20 years,0
2008,Married,45-49 years,Girl,Second child,Less than 20 years,0
2008,Married,50 years or older,Girl,Second child,Less than 20 years,0
2008,Other,Less than 20 years,Girl,Second child,Less than 20 years,0
2008,Other,20-24 years,Girl,Second child,Less than 20 years,0
2008,Other,25-29 years,Girl,Second child,Less than 20 years,0
2008,Other,30-34 years,Girl,Second child,Less than 20 years,0
2008,Other,35-39 years,Girl,Second child,Less than 20 years,0
2008,Other,40-44 years,Girl,Second child,Less than 20 years,0
2008,Other,45-49 years,Girl,Second child,Less than 20 years,0
2008,Other,50 years or older,Girl,Second child,Less than 20 years,0
2008,Married,Less than 20 years,Girl,Third child,Less than 20 years,0
2008,Married,20-24 years,Girl,Third child,Less than 20 years,0
2008,Married,25-29 years,Girl,Third child,Less than 20 years,0
2008,Married,30-34 years,Girl,Third child,Less than 20 years,0
2008,Married,35-39 years,Girl,Third child,Less than 20 years,0
2008,Married,40-44 years,Girl,Third child,Less than 20 years,0
2008,Married,45-49 years,Girl,Third child,Less than 20 years,0
2008,Married,50 years or older,Girl,Third child,Less than 20 years,0
2008,Other,Less than 20 years,Girl,Third child,Less than 20 years,0
2008,Other,20-24 years,Girl,Third child,Less than 20 years,0
2008,Other,25-29 years,Girl,Third child,Less than 20 years,0
2008,Other,30-34 years,Girl,Third child,Less than 20 years,0
2008,Other,35-39 years,Girl,Third child,Less than 20 years,0
2008,Other,40-44 years,Girl,Third child,Less than 20 years,0
2008,Other,45-49 years,Girl,Third child,Less than 20 years,0
2008,Other,50 years or older,Girl,Third child,Less than 20 years,0
2008,Married,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,20-24 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,25-29 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,30-34 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,35-39 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,40-44 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,45-49 years,Girl,Forth child or more,Less than 20 years,0
2008,Married,50 years or older,Girl,Forth child or more,Less than 20 years,0
2008,Other,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,20-24 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,25-29 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,30-34 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,35-39 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,40-44 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,45-49 years,Girl,Forth child or more,Less than 20 years,0
2008,Other,50 years or older,Girl,Forth child or more,Less than 20 years,0
2008,Married,Less than 20 years,Girl,Mother not married,Less than 20 years,0
2008,Married,20-24 years,Girl,Mother not married,Less than 20 years,0
2008,Married,25-29 years,Girl,Mother not married,Less than 20 years,0
2008,Married,30-34 years,Girl,Mother not married,Less than 20 years,0
2008,Married,35-39 years,Girl,Mother not married,Less than 20 years,0
2008,Married,40-44 years,Girl,Mother not married,Less than 20 years,0
2008,Married,45-49 years,Girl,Mother not married,Less than 20 years,0
2008,Married,50 years or older,Girl,Mother not married,Less than 20 years,0
2008,Other,Less than 20 years,Girl,Mother not married,Less than 20 years,33
2008,Other,20-24 years,Girl,Mother not married,Less than 20 years,11
2008,Other,25-29 years,Girl,Mother not married,Less than 20 years,1
2008,Other,30-34 years,Girl,Mother not married,Less than 20 years,0
2008,Other,35-39 years,Girl,Mother not married,Less than 20 years,0
2008,Other,40-44 years,Girl,Mother not married,Less than 20 years,0
2008,Other,45-49 years,Girl,Mother not married,Less than 20 years,0
2008,Other,50 years or older,Girl,Mother not married,Less than 20 years,0
2009,Married,Less than 20 years,Boy,First child,Less than 20 years,1
2009,Married,20-24 years,Boy,First child,Less than 20 years,3
2009,Married,25-29 years,Boy,First child,Less than 20 years,0
2009,Married,30-34 years,Boy,First child,Less than 20 years,0
2009,Married,35-39 years,Boy,First child,Less than 20 years,0
2009,Married,40-44 years,Boy,First child,Less than 20 years,0
2009,Married,45-49 years,Boy,First child,Less than 20 years,0
2009,Married,50 years or older,Boy,First child,Less than 20 years,0
2009,Other,Less than 20 years,Boy,First child,Less than 20 years,0
2009,Other,20-24 years,Boy,First child,Less than 20 years,0
2009,Other,25-29 years,Boy,First child,Less than 20 years,0
2009,Other,30-34 years,Boy,First child,Less than 20 years,0
2009,Other,35-39 years,Boy,First child,Less than 20 years,0
2009,Other,40-44 years,Boy,First child,Less than 20 years,0
2009,Other,45-49 years,Boy,First child,Less than 20 years,0
2009,Other,50 years or older,Boy,First child,Less than 20 years,0
2009,Married,Less than 20 years,Boy,Second child,Less than 20 years,0
2009,Married,20-24 years,Boy,Second child,Less than 20 years,1
2009,Married,25-29 years,Boy,Second child,Less than 20 years,0
2009,Married,30-34 years,Boy,Second child,Less than 20 years,0
2009,Married,35-39 years,Boy,Second child,Less than 20 years,0
2009,Married,40-44 years,Boy,Second child,Less than 20 years,0
2009,Married,45-49 years,Boy,Second child,Less than 20 years,0
2009,Married,50 years or older,Boy,Second child,Less than 20 years,0
2009,Other,Less than 20 years,Boy,Second child,Less than 20 years,0
2009,Other,20-24 years,Boy,Second child,Less than 20 years,0
2009,Other,25-29 years,Boy,Second child,Less than 20 years,0
2009,Other,30-34 years,Boy,Second child,Less than 20 years,0
2009,Other,35-39 years,Boy,Second child,Less than 20 years,0
2009,Other,40-44 years,Boy,Second child,Less than 20 years,0
2009,Other,45-49 years,Boy,Second child,Less than 20 years,0
2009,Other,50 years or older,Boy,Second child,Less than 20 years,0
2009,Married,Less than 20 years,Boy,Third child,Less than 20 years,0
2009,Married,20-24 years,Boy,Third child,Less than 20 years,0
2009,Married,25-29 years,Boy,Third child,Less than 20 years,0
2009,Married,30-34 years,Boy,Third child,Less than 20 years,0
2009,Married,35-39 years,Boy,Third child,Less than 20 years,0
2009,Married,40-44 years,Boy,Third child,Less than 20 years,0
2009,Married,45-49 years,Boy,Third child,Less than 20 years,0
2009,Married,50 years or older,Boy,Third child,Less than 20 years,0
2009,Other,Less than 20 years,Boy,Third child,Less than 20 years,0
2009,Other,20-24 years,Boy,Third child,Less than 20 years,0
2009,Other,25-29 years,Boy,Third child,Less than 20 years,0
2009,Other,30-34 years,Boy,Third child,Less than 20 years,0
2009,Other,35-39 years,Boy,Third child,Less than 20 years,0
2009,Other,40-44 years,Boy,Third child,Less than 20 years,0
2009,Other,45-49 years,Boy,Third child,Less than 20 years,0
2009,Other,50 years or older,Boy,Third child,Less than 20 years,0
2009,Married,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,20-24 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,25-29 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,30-34 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,35-39 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,40-44 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,45-49 years,Boy,Forth child or more,Less than 20 years,0
2009,Married,50 years or older,Boy,Forth child or more,Less than 20 years,0
2009,Other,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,20-24 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,25-29 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,30-34 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,35-39 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,40-44 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,45-49 years,Boy,Forth child or more,Less than 20 years,0
2009,Other,50 years or older,Boy,Forth child or more,Less than 20 years,0
2009,Married,Less than 20 years,Boy,Mother not married,Less than 20 years,0
2009,Married,20-24 years,Boy,Mother not married,Less than 20 years,0
2009,Married,25-29 years,Boy,Mother not married,Less than 20 years,0
2009,Married,30-34 years,Boy,Mother not married,Less than 20 years,0
2009,Married,35-39 years,Boy,Mother not married,Less than 20 years,0
2009,Married,40-44 years,Boy,Mother not married,Less than 20 years,0
2009,Married,45-49 years,Boy,Mother not married,Less than 20 years,0
2009,Married,50 years or older,Boy,Mother not married,Less than 20 years,0
2009,Other,Less than 20 years,Boy,Mother not married,Less than 20 years,54
2009,Other,20-24 years,Boy,Mother not married,Less than 20 years,19
2009,Other,25-29 years,Boy,Mother not married,Less than 20 years,0
2009,Other,30-34 years,Boy,Mother not married,Less than 20 years,0
2009,Other,35-39 years,Boy,Mother not married,Less than 20 years,0
2009,Other,40-44 years,Boy,Mother not married,Less than 20 years,0
2009,Other,45-49 years,Boy,Mother not married,Less than 20 years,0
2009,Other,50 years or older,Boy,Mother not married,Less than 20 years,0
2009,Married,Less than 20 years,Girl,First child,Less than 20 years,4
2009,Married,20-24 years,Girl,First child,Less than 20 years,2
2009,Married,25-29 years,Girl,First child,Less than 20 years,0
2009,Married,30-34 years,Girl,First child,Less than 20 years,0
2009,Married,35-39 years,Girl,First child,Less than 20 years,0
2009,Married,40-44 years,Girl,First child,Less than 20 years,0
2009,Married,45-49 years,Girl,First child,Less than 20 years,0
2009,Married,50 years or older,Girl,First child,Less than 20 years,0
2009,Other,Less than 20 years,Girl,First child,Less than 20 years,0
2009,Other,20-24 years,Girl,First child,Less than 20 years,0
2009,Other,25-29 years,Girl,First child,Less than 20 years,0
2009,Other,30-34 years,Girl,First child,Less than 20 years,0
2009,Other,35-39 years,Girl,First child,Less than 20 years,0
2009,Other,40-44 years,Girl,First child,Less than 20 years,0
2009,Other,45-49 years,Girl,First child,Less than 20 years,0
2009,Other,50 years or older,Girl,First child,Less than 20 years,0
2009,Married,Less than 20 years,Girl,Second child,Less than 20 years,1
2009,Married,20-24 years,Girl,Second child,Less than 20 years,1
2009,Married,25-29 years,Girl,Second child,Less than 20 years,0
2009,Married,30-34 years,Girl,Second child,Less than 20 years,0
2009,Married,35-39 years,Girl,Second child,Less than 20 years,0
2009,Married,40-44 years,Girl,Second child,Less than 20 years,0
2009,Married,45-49 years,Girl,Second child,Less than 20 years,0
2009,Married,50 years or older,Girl,Second child,Less than 20 years,0
2009,Other,Less than 20 years,Girl,Second child,Less than 20 years,0
2009,Other,20-24 years,Girl,Second child,Less than 20 years,0
2009,Other,25-29 years,Girl,Second child,Less than 20 years,0
2009,Other,30-34 years,Girl,Second child,Less than 20 years,0
2009,Other,35-39 years,Girl,Second child,Less than 20 years,0
2009,Other,40-44 years,Girl,Second child,Less than 20 years,0
2009,Other,45-49 years,Girl,Second child,Less than 20 years,0
2009,Other,50 years or older,Girl,Second child,Less than 20 years,0
2009,Married,Less than 20 years,Girl,Third child,Less than 20 years,0
2009,Married,20-24 years,Girl,Third child,Less than 20 years,0
2009,Married,25-29 years,Girl,Third child,Less than 20 years,0
2009,Married,30-34 years,Girl,Third child,Less than 20 years,0
2009,Married,35-39 years,Girl,Third child,Less than 20 years,0
2009,Married,40-44 years,Girl,Third child,Less than 20 years,0
2009,Married,45-49 years,Girl,Third child,Less than 20 years,0
2009,Married,50 years or older,Girl,Third child,Less than 20 years,0
2009,Other,Less than 20 years,Girl,Third child,Less than 20 years,0
2009,Other,20-24 years,Girl,Third child,Less than 20 years,0
2009,Other,25-29 years,Girl,Third child,Less than 20 years,0
2009,Other,30-34 years,Girl,Third child,Less than 20 years,0
2009,Other,35-39 years,Girl,Third child,Less than 20 years,0
2009,Other,40-44 years,Girl,Third child,Less than 20 years,0
