Year,Sex,Marital status,Age,Count
2013,Male,Widowed,77,94
2013,Male,Divorced,77,90
2013,Male,Unmarried,77,0
2013,Male,In a registered partnership,77,3
2013,Male,Partnership dissolved,77,0
2013,Female,Single,77,68
2013,Female,Married,77,249
2013,Female,Widowed,77,234
2013,Female,Divorced,77,76
2013,Female,Unmarried,77,0
2013,Female,In a registered partnership,77,0
2013,Female,Partnership dissolved,77,0
2014,Male,Single,77,73
2014,Male,Married,77,474
2014,Male,Widowed,77,106
2014,Male,Divorced,77,81
2014,Male,Unmarried,77,0
2014,Male,In a registered partnership,77,0
2014,Male,Partnership dissolved,77,1
2014,Female,Single,77,49
2014,Female,Married,77,202
2014,Female,Widowed,77,231
2014,Female,Divorced,77,80
2014,Female,Unmarried,77,0
2014,Female,In a registered partnership,77,0
2014,Female,Partnership dissolved,77,0
2015,Male,Single,77,99
2015,Male,Married,77,530
2015,Male,Widowed,77,106
2015,Male,Divorced,77,106
2015,Male,Unmarried,77,1
2015,Male,In a registered partnership,77,2
2015,Male,Partnership dissolved,77,0
2015,Female,Single,77,74
2015,Female,Married,77,245
2015,Female,Widowed,77,220
2015,Female,Divorced,77,94
2015,Female,Unmarried,77,1
2015,Female,In a registered partnership,77,0
2015,Female,Partnership dissolved,77,0
2016,Male,Single,77,87
2016,Male,Married,77,492
2016,Male,Widowed,77,81
2016,Male,Divorced,77,92
2016,Male,Unmarried,77,0
2016,Male,In a registered partnership,77,0
2016,Male,Partnership dissolved,77,0
2016,Female,Single,77,57
2016,Female,Married,77,223
2016,Female,Widowed,77,213
2016,Female,Divorced,77,97
2016,Female,Unmarried,77,0
2016,Female,In a registered partnership,77,1
2016,Female,Partnership dissolved,77,0
2017,Male,Single,77,87
2017,Male,Married,77,508
2017,Male,Widowed,77,86
2017,Male,Divorced,77,93
2017,Male,Unmarried,77,0
2017,Male,In a registered partnership,77,0
2017,Male,Partnership dissolved,77,0
2017,Female,Single,77,74
2017,Female,Married,77,244
2017,Female,Widowed,77,181
2017,Female,Divorced,77,110
2017,Female,Unmarried,77,0
2017,Female,In a registered partnership,77,0
2017,Female,Partnership dissolved,77,0
2018,Male,Single,77,76
2018,Male,Married,77,498
2018,Male,Widowed,77,99
2018,Male,Divorced,77,110
2018,Male,Unmarried,77,0
2018,Male,In a registered partnership,77,1
2018,Male,Partnership dissolved,77,0
2018,Female,Single,77,71
2018,Female,Married,77,248
2018,Female,Widowed,77,202
2018,Female,Divorced,77,107
2018,Female,Unmarried,77,0
2018,Female,In a registered partnership,77,0
2018,Female,Partnership dissolved,77,0
2019,Male,Single,77,107
2019,Male,Married,77,563
2019,Male,Widowed,77,97
2019,Male,Divorced,77,124
2019,Male,Unmarried,77,0
2019,Male,In a registered partnership,77,1
2019,Male,Partnership dissolved,77,0
2019,Female,Single,77,58
2019,Female,Married,77,260
2019,Female,Widowed,77,215
2019,Female,Divorced,77,102
2019,Female,Unmarried,77,0
2019,Female,In a registered partnership,77,1
2019,Female,Partnership dissolved,77,0
2020,Male,Single,77,107
2020,Male,Married,77,628
2020,Male,Widowed,77,96
2020,Male,Divorced,77,167
2020,Male,Unmarried,77,0
2020,Male,In a registered partnership,77,1
2020,Male,Partnership dissolved,77,1
2020,Female,Single,77,80
2020,Female,Married,77,244
2020,Female,Widowed,77,232
2020,Female,Divorced,77,103
2020,Female,Unmarried,77,0
2020,Female,In a registered partnership,77,0
2020,Female,Partnership dissolved,77,0
2021,Male,Single,77,110
2021,Male,Married,77,591
2021,Male,Widowed,77,128
2021,Male,Divorced,77,143
2021,Male,Unmarried,77,0
2021,Male,In a registered partnership,77,3
2021,Male,Partnership dissolved,77,1
2021,Female,Single,77,76
2021,Female,Married,77,256
2021,Female,Widowed,77,213
2021,Female,Divorced,77,156
2021,Female,Unmarried,77,0
2021,Female,In a registered partnership,77,0
2021,Female,Partnership dissolved,77,0
2004,Male,Single,78,72
2004,Male,Married,78,566
2004,Male,Widowed,78,132
2004,Male,Divorced,78,47
2004,Male,Unmarried,78,0
2004,Male,In a registered partnership,78,0
2004,Male,Partnership dissolved,78,0
2004,Female,Single,78,81
2004,Female,Married,78,232
2004,Female,Widowed,78,362
2004,Female,Divorced,78,63
2004,Female,Unmarried,78,0
2004,Female,In a registered partnership,78,0
2004,Female,Partnership dissolved,78,0
2005,Male,Single,78,81
2005,Male,Married,78,585
2005,Male,Widowed,78,146
2005,Male,Divorced,78,50
2005,Male,Unmarried,78,0
2005,Male,In a registered partnership,78,0
2005,Male,Partnership dissolved,78,0
2005,Female,Single,78,86
2005,Female,Married,78,217
2005,Female,Widowed,78,323
2005,Female,Divorced,78,51
2005,Female,Unmarried,78,0
2005,Female,In a registered partnership,78,0
2005,Female,Partnership dissolved,78,0
2006,Male,Single,78,67
2006,Male,Married,78,565
2006,Male,Widowed,78,156
2006,Male,Divorced,78,71
2006,Male,Unmarried,78,0
2006,Male,In a registered partnership,78,0
2006,Male,Partnership dissolved,78,0
2006,Female,Single,78,80
2006,Female,Married,78,236
2006,Female,Widowed,78,317
2006,Female,Divorced,78,61
2006,Female,Unmarried,78,0
2006,Female,In a registered partnership,78,0
2006,Female,Partnership dissolved,78,0
2007,Male,Single,78,86
2007,Male,Married,78,567
2007,Male,Widowed,78,119
2007,Male,Divorced,78,59
2007,Male,Unmarried,78,0
2007,Male,In a registered partnership,78,0
2007,Male,Partnership dissolved,78,0
2007,Female,Single,78,82
2007,Female,Married,78,192
2007,Female,Widowed,78,289
2007,Female,Divorced,78,67
2007,Female,Unmarried,78,0
2007,Female,In a registered partnership,78,0
2007,Female,Partnership dissolved,78,0
2008,Male,Single,78,69
2008,Male,Married,78,551
2008,Male,Widowed,78,130
2008,Male,Divorced,78,69
2008,Male,Unmarried,78,0
2008,Male,In a registered partnership,78,0
2008,Male,Partnership dissolved,78,0
2008,Female,Single,78,63
2008,Female,Married,78,196
2008,Female,Widowed,78,292
2008,Female,Divorced,78,56
2008,Female,Unmarried,78,0
2008,Female,In a registered partnership,78,0
2008,Female,Partnership dissolved,78,0
2009,Male,Single,78,84
2009,Male,Married,78,584
2009,Male,Widowed,78,119
2009,Male,Divorced,78,75
2009,Male,Unmarried,78,0
2009,Male,In a registered partnership,78,0
2009,Male,Partnership dissolved,78,0
2009,Female,Single,78,62
2009,Female,Married,78,238
2009,Female,Widowed,78,287
2009,Female,Divorced,78,71
2009,Female,Unmarried,78,0
2009,Female,In a registered partnership,78,0
2009,Female,Partnership dissolved,78,0
2010,Male,Single,78,80
2010,Male,Married,78,596
2010,Male,Widowed,78,140
2010,Male,Divorced,78,76
2010,Male,Unmarried,78,1
2010,Male,In a registered partnership,78,1
2010,Male,Partnership dissolved,78,0
2010,Female,Single,78,56
2010,Female,Married,78,233
2010,Female,Widowed,78,282
2010,Female,Divorced,78,87
2010,Female,Unmarried,78,0
2010,Female,In a registered partnership,78,0
2010,Female,Partnership dissolved,78,0
2011,Male,Single,78,75
2011,Male,Married,78,579
2011,Male,Widowed,78,114
2011,Male,Divorced,78,71
2011,Male,Unmarried,78,0
2011,Male,In a registered partnership,78,0
2011,Male,Partnership dissolved,78,0
2011,Female,Single,78,60
2011,Female,Married,78,220
2011,Female,Widowed,78,275
2011,Female,Divorced,78,78
2011,Female,Unmarried,78,0
2011,Female,In a registered partnership,78,0
2011,Female,Partnership dissolved,78,0
2012,Male,Single,78,76
2012,Male,Married,78,603
2012,Male,Widowed,78,129
2012,Male,Divorced,78,80
2012,Male,Unmarried,78,0
2012,Male,In a registered partnership,78,5
2012,Male,Partnership dissolved,78,0
2012,Female,Single,78,67
2012,Female,Married,78,214
2012,Female,Widowed,78,257
2012,Female,Divorced,78,89
2012,Female,Unmarried,78,0
2012,Female,In a registered partnership,78,0
2012,Female,Partnership dissolved,78,0
2013,Male,Single,78,75
2013,Male,Married,78,599
2013,Male,Widowed,78,125
2013,Male,Divorced,78,81
2013,Male,Unmarried,78,0
2013,Male,In a registered partnership,78,1
2013,Male,Partnership dissolved,78,0
2013,Female,Single,78,80
2013,Female,Married,78,231
2013,Female,Widowed,78,266
2013,Female,Divorced,78,95
2013,Female,Unmarried,78,0
2013,Female,In a registered partnership,78,0
2013,Female,Partnership dissolved,78,0
2014,Male,Single,78,71
2014,Male,Married,78,550
2014,Male,Widowed,78,100
2014,Male,Divorced,78,86
2014,Male,Unmarried,78,0
2014,Male,In a registered partnership,78,0
2014,Male,Partnership dissolved,78,0
2014,Female,Single,78,73
2014,Female,Married,78,228
2014,Female,Widowed,78,258
2014,Female,Divorced,78,101
2014,Female,Unmarried,78,0
2014,Female,In a registered partnership,78,0
2014,Female,Partnership dissolved,78,0
2015,Male,Single,78,70
2015,Male,Married,78,559
2015,Male,Widowed,78,117
2015,Male,Divorced,78,100
2015,Male,Unmarried,78,0
2015,Male,In a registered partnership,78,1
2015,Male,Partnership dissolved,78,0
2015,Female,Single,78,80
2015,Female,Married,78,216
2015,Female,Widowed,78,251
2015,Female,Divorced,78,91
2015,Female,Unmarried,78,0
2015,Female,In a registered partnership,78,0
2015,Female,Partnership dissolved,78,0
2016,Male,Single,78,74
2016,Male,Married,78,478
2016,Male,Widowed,78,118
2016,Male,Divorced,78,86
2016,Male,Unmarried,78,0
2016,Male,In a registered partnership,78,0
2016,Male,Partnership dissolved,78,0
2016,Female,Single,78,62
2016,Female,Married,78,248
2016,Female,Widowed,78,238
2016,Female,Divorced,78,78
2016,Female,Unmarried,78,0
2016,Female,In a registered partnership,78,0
2016,Female,Partnership dissolved,78,0
2017,Male,Single,78,93
2017,Male,Married,78,541
2017,Male,Widowed,78,106
2017,Male,Divorced,78,94
2017,Male,Unmarried,78,0
2017,Male,In a registered partnership,78,1
2017,Male,Partnership dissolved,78,0
2017,Female,Single,78,64
2017,Female,Married,78,232
2017,Female,Widowed,78,236
2017,Female,Divorced,78,105
2017,Female,Unmarried,78,0
2017,Female,In a registered partnership,78,0
2017,Female,Partnership dissolved,78,0
2018,Male,Single,78,77
2018,Male,Married,78,566
2018,Male,Widowed,78,121
2018,Male,Divorced,78,102
2018,Male,Unmarried,78,0
2018,Male,In a registered partnership,78,1
2018,Male,Partnership dissolved,78,0
2018,Female,Single,78,57
2018,Female,Married,78,250
2018,Female,Widowed,78,249
2018,Female,Divorced,78,103
2018,Female,Unmarried,78,0
2018,Female,In a registered partnership,78,1
2018,Female,Partnership dissolved,78,0
2019,Male,Single,78,87
2019,Male,Married,78,561
2019,Male,Widowed,78,140
2019,Male,Divorced,78,98
2019,Male,Unmarried,78,0
2019,Male,In a registered partnership,78,1
2019,Male,Partnership dissolved,78,0
2019,Female,Single,78,76
2019,Female,Married,78,238
2019,Female,Widowed,78,255
2019,Female,Divorced,78,110
2019,Female,Unmarried,78,0
2019,Female,In a registered partnership,78,0
2019,Female,Partnership dissolved,78,0
2020,Male,Single,78,120
2020,Male,Married,78,673
2020,Male,Widowed,78,139
2020,Male,Divorced,78,167
2020,Male,Unmarried,78,0
2020,Male,In a registered partnership,78,1
2020,Male,Partnership dissolved,78,0
2020,Female,Single,78,96
2020,Female,Married,78,308
2020,Female,Widowed,78,274
2020,Female,Divorced,78,139
2020,Female,Unmarried,78,0
2020,Female,In a registered partnership,78,0
2020,Female,Partnership dissolved,78,0
2021,Male,Single,78,99
2021,Male,Married,78,664
2021,Male,Widowed,78,119
2021,Male,Divorced,78,168
2021,Male,Unmarried,78,0
2021,Male,In a registered partnership,78,0
2021,Male,Partnership dissolved,78,1
2021,Female,Single,78,79
2021,Female,Married,78,282
2021,Female,Widowed,78,278
2021,Female,Divorced,78,129
2021,Female,Unmarried,78,0
2021,Female,In a registered partnership,78,1
2021,Female,Partnership dissolved,78,0
2004,Male,Single,79,79
2004,Male,Married,79,577
2004,Male,Widowed,79,156
2004,Male,Divorced,79,55
2004,Male,Unmarried,79,1
2004,Male,In a registered partnership,79,0
2004,Male,Partnership dissolved,79,0
2004,Female,Single,79,102
2004,Female,Married,79,253
2004,Female,Widowed,79,420
2004,Female,Divorced,79,49
2004,Female,Unmarried,79,1
2004,Female,In a registered partnership,79,0
2004,Female,Partnership dissolved,79,0
2005,Male,Single,79,77
2005,Male,Married,79,600
2005,Male,Widowed,79,157
2005,Male,Divorced,79,57
2005,Male,Unmarried,79,0
2005,Male,In a registered partnership,79,0
2005,Male,Partnership dissolved,79,0
2005,Female,Single,79,69
2005,Female,Married,79,241
2005,Female,Widowed,79,386
2005,Female,Divorced,79,55
2005,Female,Unmarried,79,2
2005,Female,In a registered partnership,79,0
2005,Female,Partnership dissolved,79,0
2006,Male,Single,79,69
2006,Male,Married,79,645
2006,Male,Widowed,79,166
2006,Male,Divorced,79,60
2006,Male,Unmarried,79,0
2006,Male,In a registered partnership,79,0
2006,Male,Partnership dissolved,79,0
2006,Female,Single,79,89
2006,Female,Married,79,237
2006,Female,Widowed,79,367
2006,Female,Divorced,79,73
2006,Female,Unmarried,79,0
2006,Female,In a registered partnership,79,0
2006,Female,Partnership dissolved,79,0
2007,Male,Single,79,70
2007,Male,Married,79,611
2007,Male,Widowed,79,172
2007,Male,Divorced,79,57
2007,Male,Unmarried,79,0
2007,Male,In a registered partnership,79,0
2007,Male,Partnership dissolved,79,0
2007,Female,Single,79,94
2007,Female,Married,79,234
2007,Female,Widowed,79,385
2007,Female,Divorced,79,70
2007,Female,Unmarried,79,0
2007,Female,In a registered partnership,79,0
2007,Female,Partnership dissolved,79,0
2008,Male,Single,79,70
2008,Male,Married,79,599
2008,Male,Widowed,79,137
2008,Male,Divorced,79,56
2008,Male,Unmarried,79,0
2008,Male,In a registered partnership,79,0
2008,Male,Partnership dissolved,79,0
2008,Female,Single,79,73
2008,Female,Married,79,219
2008,Female,Widowed,79,369
2008,Female,Divorced,79,67
2008,Female,Unmarried,79,0
2008,Female,In a registered partnership,79,0
2008,Female,Partnership dissolved,79,0
2009,Male,Single,79,68
2009,Male,Married,79,583
2009,Male,Widowed,79,134
2009,Male,Divorced,79,58
2009,Male,Unmarried,79,0
2009,Male,In a registered partnership,79,0
2009,Male,Partnership dissolved,79,0
2009,Female,Single,79,90
2009,Female,Married,79,215
2009,Female,Widowed,79,342
2009,Female,Divorced,79,67
2009,Female,Unmarried,79,0
2009,Female,In a registered partnership,79,0
2009,Female,Partnership dissolved,79,0
2010,Male,Single,79,79
2010,Male,Married,79,606
2010,Male,Widowed,79,143
2010,Male,Divorced,79,44
2010,Male,Unmarried,79,0
2010,Male,In a registered partnership,79,0
2010,Male,Partnership dissolved,79,0
2010,Female,Single,79,82
2010,Female,Married,79,225
2010,Female,Widowed,79,369
2010,Female,Divorced,79,71
2010,Female,Unmarried,79,0
2010,Female,In a registered partnership,79,0
2010,Female,Partnership dissolved,79,0
2011,Male,Single,79,73
2011,Male,Married,79,592
2011,Male,Widowed,79,144
2011,Male,Divorced,79,81
2011,Male,Unmarried,79,0
2011,Male,In a registered partnership,79,0
2011,Male,Partnership dissolved,79,0
2011,Female,Single,79,66
2011,Female,Married,79,237
2011,Female,Widowed,79,338
2011,Female,Divorced,79,78
2011,Female,Unmarried,79,0
2011,Female,In a registered partnership,79,0
2011,Female,Partnership dissolved,79,0
2012,Male,Single,79,90
2012,Male,Married,79,582
2012,Male,Widowed,79,142
2012,Male,Divorced,79,74
2012,Male,Unmarried,79,0
2012,Male,In a registered partnership,79,0
2012,Male,Partnership dissolved,79,0
2012,Female,Single,79,70
2012,Female,Married,79,228
2012,Female,Widowed,79,337
2012,Female,Divorced,79,85
2012,Female,Unmarried,79,0
2012,Female,In a registered partnership,79,0
2012,Female,Partnership dissolved,79,0
2013,Male,Single,79,62
2013,Male,Married,79,576
2013,Male,Widowed,79,148
2013,Male,Divorced,79,77
2013,Male,Unmarried,79,0
2013,Male,In a registered partnership,79,1
2013,Male,Partnership dissolved,79,0
2013,Female,Single,79,72
2013,Female,Married,79,231
2013,Female,Widowed,79,331
2013,Female,Divorced,79,68
2013,Female,Unmarried,79,0
2013,Female,In a registered partnership,79,0
2013,Female,Partnership dissolved,79,0
2014,Male,Single,79,71
2014,Male,Married,79,552
2014,Male,Widowed,79,115
2014,Male,Divorced,79,88
2014,Male,Unmarried,79,0
2014,Male,In a registered partnership,79,0
2014,Male,Partnership dissolved,79,0
2014,Female,Single,79,65
2014,Female,Married,79,250
2014,Female,Widowed,79,307
2014,Female,Divorced,79,87
2014,Female,Unmarried,79,0
2014,Female,In a registered partnership,79,0
2014,Female,Partnership dissolved,79,0
2015,Male,Single,79,92
2015,Male,Married,79,591
2015,Male,Widowed,79,141
2015,Male,Divorced,79,105
2015,Male,Unmarried,79,0
2015,Male,In a registered partnership,79,1
2015,Male,Partnership dissolved,79,0
2015,Female,Single,79,80
2015,Female,Married,79,261
2015,Female,Widowed,79,294
2015,Female,Divorced,79,83
2015,Female,Unmarried,79,0
2015,Female,In a registered partnership,79,0
2015,Female,Partnership dissolved,79,0
2016,Male,Single,79,78
2016,Male,Married,79,519
2016,Male,Widowed,79,114
2016,Male,Divorced,79,74
2016,Male,Unmarried,79,0
2016,Male,In a registered partnership,79,0
2016,Male,Partnership dissolved,79,0
2016,Female,Single,79,77
2016,Female,Married,79,223
2016,Female,Widowed,79,274
2016,Female,Divorced,79,95
2016,Female,Unmarried,79,0
2016,Female,In a registered partnership,79,0
2016,Female,Partnership dissolved,79,0
2017,Male,Single,79,80
2017,Male,Married,79,578
2017,Male,Widowed,79,118
2017,Male,Divorced,79,107
2017,Male,Unmarried,79,0
2017,Male,In a registered partnership,79,0
2017,Male,Partnership dissolved,79,1
2017,Female,Single,79,61
2017,Female,Married,79,269
2017,Female,Widowed,79,286
2017,Female,Divorced,79,106
2017,Female,Unmarried,79,1
2017,Female,In a registered partnership,79,0
2017,Female,Partnership dissolved,79,1
2018,Male,Single,79,93
2018,Male,Married,79,603
2018,Male,Widowed,79,113
2018,Male,Divorced,79,91
2018,Male,Unmarried,79,0
2018,Male,In a registered partnership,79,3
2018,Male,Partnership dissolved,79,1
2018,Female,Single,79,79
2018,Female,Married,79,250
2018,Female,Widowed,79,282
2018,Female,Divorced,79,104
2018,Female,Unmarried,79,0
2018,Female,In a registered partnership,79,0
2018,Female,Partnership dissolved,79,0
2019,Male,Single,79,76
2019,Male,Married,79,570
2019,Male,Widowed,79,128
2019,Male,Divorced,79,91
2019,Male,Unmarried,79,1
2019,Male,In a registered partnership,79,4
2019,Male,Partnership dissolved,79,0
2019,Female,Single,79,85
2019,Female,Married,79,237
2019,Female,Widowed,79,288
2019,Female,Divorced,79,118
2019,Female,Unmarried,79,0
2019,Female,In a registered partnership,79,0
2019,Female,Partnership dissolved,79,0
2020,Male,Single,79,97
2020,Male,Married,79,666
2020,Male,Widowed,79,137
2020,Male,Divorced,79,133
2020,Male,Unmarried,79,0
2020,Male,In a registered partnership,79,1
2020,Male,Partnership dissolved,79,0
2020,Female,Single,79,73
2020,Female,Married,79,269
2020,Female,Widowed,79,301
2020,Female,Divorced,79,152
2020,Female,Unmarried,79,0
2020,Female,In a registered partnership,79,1
2020,Female,Partnership dissolved,79,0
2021,Male,Single,79,98
2021,Male,Married,79,656
2021,Male,Widowed,79,121
2021,Male,Divorced,79,158
2021,Male,Unmarried,79,1
2021,Male,In a registered partnership,79,0
2021,Male,Partnership dissolved,79,0
2021,Female,Single,79,78
2021,Female,Married,79,318
2021,Female,Widowed,79,334
2021,Female,Divorced,79,151
2021,Female,Unmarried,79,0
2021,Female,In a registered partnership,79,0
2021,Female,Partnership dissolved,79,0
2004,Male,Single,8,4
2004,Male,Married,8,0
2004,Male,Widowed,8,0
2004,Male,Divorced,8,0
2004,Male,Unmarried,8,0
2004,Male,In a registered partnership,8,0
2004,Male,Partnership dissolved,8,0
2004,Female,Single,8,3
2004,Female,Married,8,0
2004,Female,Widowed,8,0
2004,Female,Divorced,8,0
2004,Female,Unmarried,8,0
2004,Female,In a registered partnership,8,0
2004,Female,Partnership dissolved,8,0
2005,Male,Single,8,3
2005,Male,Married,8,0
2005,Male,Widowed,8,0
2005,Male,Divorced,8,0
2005,Male,Unmarried,8,0
2005,Male,In a registered partnership,8,0
2005,Male,Partnership dissolved,8,0
2005,Female,Single,8,4
2005,Female,Married,8,0
2005,Female,Widowed,8,0
2005,Female,Divorced,8,0
2005,Female,Unmarried,8,0
2005,Female,In a registered partnership,8,0
2005,Female,Partnership dissolved,8,0
2006,Male,Single,8,4
2006,Male,Married,8,0
2006,Male,Widowed,8,0
2006,Male,Divorced,8,0
2006,Male,Unmarried,8,0
2006,Male,In a registered partnership,8,0
2006,Male,Partnership dissolved,8,0
2006,Female,Single,8,1
2006,Female,Married,8,0
2006,Female,Widowed,8,0
2006,Female,Divorced,8,0
2006,Female,Unmarried,8,0
2006,Female,In a registered partnership,8,0
2006,Female,Partnership dissolved,8,0
2007,Male,Single,8,7
2007,Male,Married,8,0
2007,Male,Widowed,8,0
2007,Male,Divorced,8,0
2007,Male,Unmarried,8,0
2007,Male,In a registered partnership,8,0
2007,Male,Partnership dissolved,8,0
2007,Female,Single,8,0
2007,Female,Married,8,0
2007,Female,Widowed,8,0
2007,Female,Divorced,8,0
2007,Female,Unmarried,8,0
2007,Female,In a registered partnership,8,0
2007,Female,Partnership dissolved,8,0
2008,Male,Single,8,7
2008,Male,Married,8,0
2008,Male,Widowed,8,0
2008,Male,Divorced,8,0
2008,Male,Unmarried,8,0
2008,Male,In a registered partnership,8,0
2008,Male,Partnership dissolved,8,0
2008,Female,Single,8,0
2008,Female,Married,8,0
2008,Female,Widowed,8,0
2008,Female,Divorced,8,0
2008,Female,Unmarried,8,0
2008,Female,In a registered partnership,8,0
2008,Female,Partnership dissolved,8,0
2009,Male,Single,8,2
2009,Male,Married,8,0
2009,Male,Widowed,8,0
2009,Male,Divorced,8,0
2009,Male,Unmarried,8,0
2009,Male,In a registered partnership,8,0
2009,Male,Partnership dissolved,8,0
2009,Female,Single,8,2
2009,Female,Married,8,0
2009,Female,Widowed,8,0
2009,Female,Divorced,8,0
2009,Female,Unmarried,8,0
2009,Female,In a registered partnership,8,0
2009,Female,Partnership dissolved,8,0
2010,Male,Single,8,2
2010,Male,Married,8,0
2010,Male,Widowed,8,0
2010,Male,Divorced,8,0
2010,Male,Unmarried,8,0
2010,Male,In a registered partnership,8,0
2010,Male,Partnership dissolved,8,0
2010,Female,Single,8,0
2010,Female,Married,8,0
2010,Female,Widowed,8,0
2010,Female,Divorced,8,0
2010,Female,Unmarried,8,0
2010,Female,In a registered partnership,8,0
2010,Female,Partnership dissolved,8,0
2011,Male,Single,8,6
2011,Male,Married,8,0
2011,Male,Widowed,8,0
2011,Male,Divorced,8,0
2011,Male,Unmarried,8,0
2011,Male,In a registered partnership,8,0
2011,Male,Partnership dissolved,8,0
2011,Female,Single,8,3
2011,Female,Married,8,0
2011,Female,Widowed,8,0
2011,Female,Divorced,8,0
2011,Female,Unmarried,8,0
2011,Female,In a registered partnership,8,0
2011,Female,Partnership dissolved,8,0
2012,Male,Single,8,6
2012,Male,Married,8,0
2012,Male,Widowed,8,0
2012,Male,Divorced,8,0
2012,Male,Unmarried,8,0
2012,Male,In a registered partnership,8,0
2012,Male,Partnership dissolved,8,0
2012,Female,Single,8,7
2012,Female,Married,8,0
2012,Female,Widowed,8,0
2012,Female,Divorced,8,0
2012,Female,Unmarried,8,0
2012,Female,In a registered partnership,8,0
2012,Female,Partnership dissolved,8,0
2013,Male,Single,8,4
2013,Male,Married,8,0
2013,Male,Widowed,8,0
2013,Male,Divorced,8,0
2013,Male,Unmarried,8,0
2013,Male,In a registered partnership,8,0
2013,Male,Partnership dissolved,8,0
2013,Female,Single,8,2
2013,Female,Married,8,0
2013,Female,Widowed,8,0
2013,Female,Divorced,8,0
2013,Female,Unmarried,8,0
2013,Female,In a registered partnership,8,0
2013,Female,Partnership dissolved,8,0
2014,Male,Single,8,3
2014,Male,Married,8,0
2014,Male,Widowed,8,0
2014,Male,Divorced,8,0
2014,Male,Unmarried,8,0
2014,Male,In a registered partnership,8,0
2014,Male,Partnership dissolved,8,0
2014,Female,Single,8,4
2014,Female,Married,8,0
2014,Female,Widowed,8,0
2014,Female,Divorced,8,0
2014,Female,Unmarried,8,0
2014,Female,In a registered partnership,8,0
2014,Female,Partnership dissolved,8,0
2015,Male,Single,8,2
2015,Male,Married,8,0
2015,Male,Widowed,8,0
2015,Male,Divorced,8,0
2015,Male,Unmarried,8,0
2015,Male,In a registered partnership,8,0
2015,Male,Partnership dissolved,8,0
2015,Female,Single,8,2
2015,Female,Married,8,0
2015,Female,Widowed,8,0
2015,Female,Divorced,8,0
2015,Female,Unmarried,8,0
2015,Female,In a registered partnership,8,0
2015,Female,Partnership dissolved,8,0
2016,Male,Single,8,2
2016,Male,Married,8,0
2016,Male,Widowed,8,0
2016,Male,Divorced,8,0
2016,Male,Unmarried,8,0
2016,Male,In a registered partnership,8,0
2016,Male,Partnership dissolved,8,0
2016,Female,Single,8,0
2016,Female,Married,8,0
2016,Female,Widowed,8,0
2016,Female,Divorced,8,0
2016,Female,Unmarried,8,0
2016,Female,In a registered partnership,8,0
2016,Female,Partnership dissolved,8,0
2017,Male,Single,8,5
2017,Male,Married,8,0
2017,Male,Widowed,8,0
2017,Male,Divorced,8,0
2017,Male,Unmarried,8,0
2017,Male,In a registered partnership,8,0
2017,Male,Partnership dissolved,8,0
2017,Female,Single,8,2
2017,Female,Married,8,0
2017,Female,Widowed,8,0
2017,Female,Divorced,8,0
2017,Female,Unmarried,8,0
2017,Female,In a registered partnership,8,0
2017,Female,Partnership dissolved,8,0
2018,Male,Single,8,2
2018,Male,Married,8,0
2018,Male,Widowed,8,0
2018,Male,Divorced,8,0
2018,Male,Unmarried,8,0
2018,Male,In a registered partnership,8,0
2018,Male,Partnership dissolved,8,0
2018,Female,Single,8,1
2018,Female,Married,8,0
2018,Female,Widowed,8,0
2018,Female,Divorced,8,0
2018,Female,Unmarried,8,0
2018,Female,In a registered partnership,8,0
2018,Female,Partnership dissolved,8,0
2019,Male,Single,8,4
2019,Male,Married,8,0
2019,Male,Widowed,8,0
2019,Male,Divorced,8,0
2019,Male,Unmarried,8,0
2019,Male,In a registered partnership,8,0
2019,Male,Partnership dissolved,8,0
2019,Female,Single,8,6
2019,Female,Married,8,0
2019,Female,Widowed,8,0
2019,Female,Divorced,8,0
2019,Female,Unmarried,8,0
2019,Female,In a registered partnership,8,0
2019,Female,Partnership dissolved,8,0
2020,Male,Single,8,5
2020,Male,Married,8,0
2020,Male,Widowed,8,0
2020,Male,Divorced,8,0
2020,Male,Unmarried,8,0
2020,Male,In a registered partnership,8,0
2020,Male,Partnership dissolved,8,0
2020,Female,Single,8,4
2020,Female,Married,8,0
2020,Female,Widowed,8,0
2020,Female,Divorced,8,0
2020,Female,Unmarried,8,0
2020,Female,In a registered partnership,8,0
2020,Female,Partnership dissolved,8,0
2021,Male,Single,8,4
2021,Male,Married,8,0
2021,Male,Widowed,8,0
2021,Male,Divorced,8,0
2021,Male,Unmarried,8,0
2021,Male,In a registered partnership,8,0
2021,Male,Partnership dissolved,8,0
2021,Female,Single,8,1
2021,Female,Married,8,0
2021,Female,Widowed,8,0
2021,Female,Divorced,8,0
2021,Female,Unmarried,8,0
2021,Female,In a registered partnership,8,0
2021,Female,Partnership dissolved,8,0
2004,Male,Single,80,68
2004,Male,Married,80,623
2004,Male,Widowed,80,193
2004,Male,Divorced,80,58
2004,Male,Unmarried,80,0
2004,Male,In a registered partnership,80,0
2004,Male,Partnership dissolved,80,0
2004,Female,Single,80,112
2004,Female,Married,80,241
2004,Female,Widowed,80,468
2004,Female,Divorced,80,68
2004,Female,Unmarried,80,1
2004,Female,In a registered partnership,80,0
2004,Female,Partnership dissolved,80,0
2005,Male,Single,80,88
2005,Male,Married,80,654
2005,Male,Widowed,80,188
2005,Male,Divorced,80,50
