Year,Age_of_husband,Age_of_wife,Count
2009,70-79 ans,90 ans ou plus,0
2009,70-79 ans,Moins de 20 ans,0
2009,80-89 ans,20-29 ans,0
2009,80-89 ans,30-39 ans,1
2009,80-89 ans,40-49 ans,1
2009,80-89 ans,50-59 ans,6
2009,80-89 ans,60-69 ans,4
2009,80-89 ans,70-79 ans,9
2009,80-89 ans,80-89 ans,7
2009,80-89 ans,90 ans ou plus,0
2009,80-89 ans,Moins de 20 ans,0
2009,90 ans ou plus,20-29 ans,0
2009,90 ans ou plus,30-39 ans,0
2009,90 ans ou plus,40-49 ans,0
2009,90 ans ou plus,50-59 ans,0
2009,90 ans ou plus,60-69 ans,1
2009,90 ans ou plus,70-79 ans,1
2009,90 ans ou plus,80-89 ans,0
2009,90 ans ou plus,90 ans ou plus,0
2009,90 ans ou plus,Moins de 20 ans,0
2009,Moins de 20 ans,20-29 ans,0
2009,Moins de 20 ans,30-39 ans,0
2009,Moins de 20 ans,40-49 ans,0
2009,Moins de 20 ans,50-59 ans,0
2009,Moins de 20 ans,60-69 ans,0
2009,Moins de 20 ans,70-79 ans,0
2009,Moins de 20 ans,80-89 ans,0
2009,Moins de 20 ans,90 ans ou plus,0
2009,Moins de 20 ans,Moins de 20 ans,0
2010,20-29 ans,20-29 ans,757
2010,20-29 ans,30-39 ans,289
2010,20-29 ans,40-49 ans,72
2010,20-29 ans,50-59 ans,20
2010,20-29 ans,60-69 ans,0
2010,20-29 ans,70-79 ans,0
2010,20-29 ans,80-89 ans,0
2010,20-29 ans,90 ans ou plus,0
2010,20-29 ans,Moins de 20 ans,0
2010,30-39 ans,20-29 ans,1019
2010,30-39 ans,30-39 ans,3200
2010,30-39 ans,40-49 ans,891
2010,30-39 ans,50-59 ans,233
2010,30-39 ans,60-69 ans,43
2010,30-39 ans,70-79 ans,6
2010,30-39 ans,80-89 ans,1
2010,30-39 ans,90 ans ou plus,0
2010,30-39 ans,Moins de 20 ans,0
2010,40-49 ans,20-29 ans,184
2010,40-49 ans,30-39 ans,2367
2010,40-49 ans,40-49 ans,4628
2010,40-49 ans,50-59 ans,622
2010,40-49 ans,60-69 ans,77
2010,40-49 ans,70-79 ans,12
2010,40-49 ans,80-89 ans,0
2010,40-49 ans,90 ans ou plus,0
2010,40-49 ans,Moins de 20 ans,0
2010,50-59 ans,20-29 ans,47
2010,50-59 ans,30-39 ans,455
2010,50-59 ans,40-49 ans,2105
2010,50-59 ans,50-59 ans,2436
2010,50-59 ans,60-69 ans,204
2010,50-59 ans,70-79 ans,14
2010,50-59 ans,80-89 ans,0
2010,50-59 ans,90 ans ou plus,0
2010,50-59 ans,Moins de 20 ans,0
2010,60-69 ans,20-29 ans,12
2010,60-69 ans,30-39 ans,109
2010,60-69 ans,40-49 ans,318
2010,60-69 ans,50-59 ans,842
2010,60-69 ans,60-69 ans,722
2010,60-69 ans,70-79 ans,40
2010,60-69 ans,80-89 ans,0
2010,60-69 ans,90 ans ou plus,0
2010,60-69 ans,Moins de 20 ans,0
2010,70-79 ans,20-29 ans,4
2010,70-79 ans,30-39 ans,18
2010,70-79 ans,40-49 ans,32
2010,70-79 ans,50-59 ans,57
2010,70-79 ans,60-69 ans,134
2010,70-79 ans,70-79 ans,74
2010,70-79 ans,80-89 ans,3
2010,70-79 ans,90 ans ou plus,0
2010,70-79 ans,Moins de 20 ans,0
2010,80-89 ans,20-29 ans,0
2010,80-89 ans,30-39 ans,1
2010,80-89 ans,40-49 ans,3
2010,80-89 ans,50-59 ans,4
2010,80-89 ans,60-69 ans,7
2010,80-89 ans,70-79 ans,10
2010,80-89 ans,80-89 ans,6
2010,80-89 ans,90 ans ou plus,0
2010,80-89 ans,Moins de 20 ans,0
2010,90 ans ou plus,20-29 ans,0
2010,90 ans ou plus,30-39 ans,0
2010,90 ans ou plus,40-49 ans,0
2010,90 ans ou plus,50-59 ans,1
2010,90 ans ou plus,60-69 ans,1
2010,90 ans ou plus,70-79 ans,0
2010,90 ans ou plus,80-89 ans,0
2010,90 ans ou plus,90 ans ou plus,0
2010,90 ans ou plus,Moins de 20 ans,0
2010,Moins de 20 ans,20-29 ans,0
2010,Moins de 20 ans,30-39 ans,0
2010,Moins de 20 ans,40-49 ans,0
2010,Moins de 20 ans,50-59 ans,0
2010,Moins de 20 ans,60-69 ans,0
2010,Moins de 20 ans,70-79 ans,0
2010,Moins de 20 ans,80-89 ans,0
2010,Moins de 20 ans,90 ans ou plus,0
2010,Moins de 20 ans,Moins de 20 ans,1
2011,20-29 ans,20-29 ans,648
2011,20-29 ans,30-39 ans,203
2011,20-29 ans,40-49 ans,42
2011,20-29 ans,50-59 ans,9
2011,20-29 ans,60-69 ans,2
2011,20-29 ans,70-79 ans,0
2011,20-29 ans,80-89 ans,0
2011,20-29 ans,90 ans ou plus,0
2011,20-29 ans,Moins de 20 ans,3
2011,30-39 ans,20-29 ans,804
2011,30-39 ans,30-39 ans,2469
2011,30-39 ans,40-49 ans,661
2011,30-39 ans,50-59 ans,190
2011,30-39 ans,60-69 ans,47
2011,30-39 ans,70-79 ans,6
2011,30-39 ans,80-89 ans,0
2011,30-39 ans,90 ans ou plus,0
2011,30-39 ans,Moins de 20 ans,1
2011,40-49 ans,20-29 ans,162
2011,40-49 ans,30-39 ans,1766
2011,40-49 ans,40-49 ans,3756
2011,40-49 ans,50-59 ans,520
2011,40-49 ans,60-69 ans,68
2011,40-49 ans,70-79 ans,8
2011,40-49 ans,80-89 ans,0
2011,40-49 ans,90 ans ou plus,0
2011,40-49 ans,Moins de 20 ans,0
2011,50-59 ans,20-29 ans,41
2011,50-59 ans,30-39 ans,321
2011,50-59 ans,40-49 ans,1626
2011,50-59 ans,50-59 ans,2079
2011,50-59 ans,60-69 ans,161
2011,50-59 ans,70-79 ans,13
2011,50-59 ans,80-89 ans,2
2011,50-59 ans,90 ans ou plus,0
2011,50-59 ans,Moins de 20 ans,0
2011,60-69 ans,20-29 ans,10
2011,60-69 ans,30-39 ans,96
2011,60-69 ans,40-49 ans,227
2011,60-69 ans,50-59 ans,655
2011,60-69 ans,60-69 ans,650
2011,60-69 ans,70-79 ans,21
2011,60-69 ans,80-89 ans,1
2011,60-69 ans,90 ans ou plus,0
2011,60-69 ans,Moins de 20 ans,0
2011,70-79 ans,20-29 ans,3
2011,70-79 ans,30-39 ans,11
2011,70-79 ans,40-49 ans,22
2011,70-79 ans,50-59 ans,59
2011,70-79 ans,60-69 ans,101
2011,70-79 ans,70-79 ans,64
2011,70-79 ans,80-89 ans,4
2011,70-79 ans,90 ans ou plus,0
2011,70-79 ans,Moins de 20 ans,0
2011,80-89 ans,20-29 ans,0
2011,80-89 ans,30-39 ans,1
2011,80-89 ans,40-49 ans,1
2011,80-89 ans,50-59 ans,5
2011,80-89 ans,60-69 ans,10
2011,80-89 ans,70-79 ans,8
2011,80-89 ans,80-89 ans,6
2011,80-89 ans,90 ans ou plus,0
2011,80-89 ans,Moins de 20 ans,0
2011,90 ans ou plus,20-29 ans,0
2011,90 ans ou plus,30-39 ans,0
2011,90 ans ou plus,40-49 ans,0
2011,90 ans ou plus,50-59 ans,0
2011,90 ans ou plus,60-69 ans,0
2011,90 ans ou plus,70-79 ans,1
2011,90 ans ou plus,80-89 ans,1
2011,90 ans ou plus,90 ans ou plus,0
2011,90 ans ou plus,Moins de 20 ans,0
2011,Moins de 20 ans,20-29 ans,0
2011,Moins de 20 ans,30-39 ans,0
2011,Moins de 20 ans,40-49 ans,0
2011,Moins de 20 ans,50-59 ans,0
2011,Moins de 20 ans,60-69 ans,0
2011,Moins de 20 ans,70-79 ans,0
2011,Moins de 20 ans,80-89 ans,0
2011,Moins de 20 ans,90 ans ou plus,0
2011,Moins de 20 ans,Moins de 20 ans,1
2012,20-29 ans,20-29 ans,646
2012,20-29 ans,30-39 ans,204
2012,20-29 ans,40-49 ans,47
2012,20-29 ans,50-59 ans,14
2012,20-29 ans,60-69 ans,0
2012,20-29 ans,70-79 ans,0
2012,20-29 ans,80-89 ans,0
2012,20-29 ans,90 ans ou plus,0
2012,20-29 ans,Moins de 20 ans,4
2012,30-39 ans,20-29 ans,808
2012,30-39 ans,30-39 ans,2529
2012,30-39 ans,40-49 ans,609
2012,30-39 ans,50-59 ans,187
2012,30-39 ans,60-69 ans,42
2012,30-39 ans,70-79 ans,4
2012,30-39 ans,80-89 ans,2
2012,30-39 ans,90 ans ou plus,0
2012,30-39 ans,Moins de 20 ans,0
2012,40-49 ans,20-29 ans,146
2012,40-49 ans,30-39 ans,1706
2012,40-49 ans,40-49 ans,3604
2012,40-49 ans,50-59 ans,550
2012,40-49 ans,60-69 ans,65
2012,40-49 ans,70-79 ans,10
2012,40-49 ans,80-89 ans,0
2012,40-49 ans,90 ans ou plus,0
2012,40-49 ans,Moins de 20 ans,0
2012,50-59 ans,20-29 ans,32
2012,50-59 ans,30-39 ans,331
2012,50-59 ans,40-49 ans,1726
2012,50-59 ans,50-59 ans,2149
2012,50-59 ans,60-69 ans,169
2012,50-59 ans,70-79 ans,9
2012,50-59 ans,80-89 ans,1
2012,50-59 ans,90 ans ou plus,0
2012,50-59 ans,Moins de 20 ans,0
2012,60-69 ans,20-29 ans,11
2012,60-69 ans,30-39 ans,91
2012,60-69 ans,40-49 ans,238
2012,60-69 ans,50-59 ans,666
2012,60-69 ans,60-69 ans,604
2012,60-69 ans,70-79 ans,28
2012,60-69 ans,80-89 ans,3
2012,60-69 ans,90 ans ou plus,0
2012,60-69 ans,Moins de 20 ans,0
2012,70-79 ans,20-29 ans,3
2012,70-79 ans,30-39 ans,10
2012,70-79 ans,40-49 ans,32
2012,70-79 ans,50-59 ans,58
2012,70-79 ans,60-69 ans,102
2012,70-79 ans,70-79 ans,73
2012,70-79 ans,80-89 ans,5
2012,70-79 ans,90 ans ou plus,0
2012,70-79 ans,Moins de 20 ans,0
2012,80-89 ans,20-29 ans,0
2012,80-89 ans,30-39 ans,0
2012,80-89 ans,40-49 ans,5
2012,80-89 ans,50-59 ans,2
2012,80-89 ans,60-69 ans,6
2012,80-89 ans,70-79 ans,13
2012,80-89 ans,80-89 ans,6
2012,80-89 ans,90 ans ou plus,0
2012,80-89 ans,Moins de 20 ans,0
2012,90 ans ou plus,20-29 ans,0
2012,90 ans ou plus,30-39 ans,0
2012,90 ans ou plus,40-49 ans,0
2012,90 ans ou plus,50-59 ans,0
2012,90 ans ou plus,60-69 ans,0
2012,90 ans ou plus,70-79 ans,0
2012,90 ans ou plus,80-89 ans,0
2012,90 ans ou plus,90 ans ou plus,0
2012,90 ans ou plus,Moins de 20 ans,0
2012,Moins de 20 ans,20-29 ans,0
2012,Moins de 20 ans,30-39 ans,0
2012,Moins de 20 ans,40-49 ans,0
2012,Moins de 20 ans,50-59 ans,0
2012,Moins de 20 ans,60-69 ans,0
2012,Moins de 20 ans,70-79 ans,0
2012,Moins de 20 ans,80-89 ans,0
2012,Moins de 20 ans,90 ans ou plus,0
2012,Moins de 20 ans,Moins de 20 ans,0
2013,20-29 ans,20-29 ans,610
2013,20-29 ans,30-39 ans,187
2013,20-29 ans,40-49 ans,32
2013,20-29 ans,50-59 ans,5
2013,20-29 ans,60-69 ans,0
2013,20-29 ans,70-79 ans,0
2013,20-29 ans,80-89 ans,0
2013,20-29 ans,90 ans ou plus,0
2013,20-29 ans,Moins de 20 ans,6
2013,30-39 ans,20-29 ans,780
2013,30-39 ans,30-39 ans,2413
2013,30-39 ans,40-49 ans,538
2013,30-39 ans,50-59 ans,176
2013,30-39 ans,60-69 ans,37
2013,30-39 ans,70-79 ans,3
2013,30-39 ans,80-89 ans,0
2013,30-39 ans,90 ans ou plus,0
2013,30-39 ans,Moins de 20 ans,0
2013,40-49 ans,20-29 ans,117
2013,40-49 ans,30-39 ans,1648
2013,40-49 ans,40-49 ans,3508
2013,40-49 ans,50-59 ans,556
2013,40-49 ans,60-69 ans,83
2013,40-49 ans,70-79 ans,10
2013,40-49 ans,80-89 ans,0
2013,40-49 ans,90 ans ou plus,0
2013,40-49 ans,Moins de 20 ans,0
2013,50-59 ans,20-29 ans,48
2013,50-59 ans,30-39 ans,359
2013,50-59 ans,40-49 ans,1650
2013,50-59 ans,50-59 ans,2163
2013,50-59 ans,60-69 ans,183
2013,50-59 ans,70-79 ans,13
2013,50-59 ans,80-89 ans,1
2013,50-59 ans,90 ans ou plus,0
2013,50-59 ans,Moins de 20 ans,0
2013,60-69 ans,20-29 ans,6
2013,60-69 ans,30-39 ans,95
2013,60-69 ans,40-49 ans,229
2013,60-69 ans,50-59 ans,649
2013,60-69 ans,60-69 ans,622
2013,60-69 ans,70-79 ans,38
2013,60-69 ans,80-89 ans,0
2013,60-69 ans,90 ans ou plus,0
2013,60-69 ans,Moins de 20 ans,0
2013,70-79 ans,20-29 ans,1
2013,70-79 ans,30-39 ans,18
2013,70-79 ans,40-49 ans,25
2013,70-79 ans,50-59 ans,64
2013,70-79 ans,60-69 ans,132
2013,70-79 ans,70-79 ans,71
2013,70-79 ans,80-89 ans,6
2013,70-79 ans,90 ans ou plus,0
2013,70-79 ans,Moins de 20 ans,0
2013,80-89 ans,20-29 ans,0
2013,80-89 ans,30-39 ans,2
2013,80-89 ans,40-49 ans,3
2013,80-89 ans,50-59 ans,4
2013,80-89 ans,60-69 ans,10
2013,80-89 ans,70-79 ans,6
2013,80-89 ans,80-89 ans,7
2013,80-89 ans,90 ans ou plus,0
2013,80-89 ans,Moins de 20 ans,0
2013,90 ans ou plus,20-29 ans,0
2013,90 ans ou plus,30-39 ans,0
2013,90 ans ou plus,40-49 ans,0
2013,90 ans ou plus,50-59 ans,0
2013,90 ans ou plus,60-69 ans,1
2013,90 ans ou plus,70-79 ans,0
2013,90 ans ou plus,80-89 ans,2
2013,90 ans ou plus,90 ans ou plus,0
2013,90 ans ou plus,Moins de 20 ans,0
2013,Moins de 20 ans,20-29 ans,2
2013,Moins de 20 ans,30-39 ans,0
2013,Moins de 20 ans,40-49 ans,0
2013,Moins de 20 ans,50-59 ans,0
2013,Moins de 20 ans,60-69 ans,0
2013,Moins de 20 ans,70-79 ans,0
2013,Moins de 20 ans,80-89 ans,0
2013,Moins de 20 ans,90 ans ou plus,0
2013,Moins de 20 ans,Moins de 20 ans,0
2014,20-29 ans,20-29 ans,587
2014,20-29 ans,30-39 ans,172
2014,20-29 ans,40-49 ans,20
2014,20-29 ans,50-59 ans,8
2014,20-29 ans,60-69 ans,3
2014,20-29 ans,70-79 ans,0
2014,20-29 ans,80-89 ans,0
2014,20-29 ans,90 ans ou plus,0
2014,20-29 ans,Moins de 20 ans,9
2014,30-39 ans,20-29 ans,775
2014,30-39 ans,30-39 ans,2279
2014,30-39 ans,40-49 ans,524
2014,30-39 ans,50-59 ans,147
2014,30-39 ans,60-69 ans,27
2014,30-39 ans,70-79 ans,6
2014,30-39 ans,80-89 ans,0
2014,30-39 ans,90 ans ou plus,0
2014,30-39 ans,Moins de 20 ans,2
2014,40-49 ans,20-29 ans,113
2014,40-49 ans,30-39 ans,1532
2014,40-49 ans,40-49 ans,3289
2014,40-49 ans,50-59 ans,557
2014,40-49 ans,60-69 ans,72
2014,40-49 ans,70-79 ans,10
2014,40-49 ans,80-89 ans,1
2014,40-49 ans,90 ans ou plus,0
2014,40-49 ans,Moins de 20 ans,0
2014,50-59 ans,20-29 ans,23
2014,50-59 ans,30-39 ans,339
2014,50-59 ans,40-49 ans,1651
2014,50-59 ans,50-59 ans,2249
2014,50-59 ans,60-69 ans,182
2014,50-59 ans,70-79 ans,11
2014,50-59 ans,80-89 ans,0
2014,50-59 ans,90 ans ou plus,0
2014,50-59 ans,Moins de 20 ans,0
2014,60-69 ans,20-29 ans,4
2014,60-69 ans,30-39 ans,96
2014,60-69 ans,40-49 ans,251
2014,60-69 ans,50-59 ans,702
2014,60-69 ans,60-69 ans,656
2014,60-69 ans,70-79 ans,35
2014,60-69 ans,80-89 ans,2
2014,60-69 ans,90 ans ou plus,0
2014,60-69 ans,Moins de 20 ans,0
2014,70-79 ans,20-29 ans,1
2014,70-79 ans,30-39 ans,18
2014,70-79 ans,40-49 ans,47
2014,70-79 ans,50-59 ans,76
2014,70-79 ans,60-69 ans,104
2014,70-79 ans,70-79 ans,100
2014,70-79 ans,80-89 ans,7
2014,70-79 ans,90 ans ou plus,0
2014,70-79 ans,Moins de 20 ans,0
2014,80-89 ans,20-29 ans,0
2014,80-89 ans,30-39 ans,0
2014,80-89 ans,40-49 ans,4
2014,80-89 ans,50-59 ans,3
2014,80-89 ans,60-69 ans,10
2014,80-89 ans,70-79 ans,23
2014,80-89 ans,80-89 ans,6
2014,80-89 ans,90 ans ou plus,0
2014,80-89 ans,Moins de 20 ans,0
2014,90 ans ou plus,20-29 ans,0
2014,90 ans ou plus,30-39 ans,0
2014,90 ans ou plus,40-49 ans,1
2014,90 ans ou plus,50-59 ans,0
2014,90 ans ou plus,60-69 ans,1
2014,90 ans ou plus,70-79 ans,1
2014,90 ans ou plus,80-89 ans,0
2014,90 ans ou plus,90 ans ou plus,1
2014,90 ans ou plus,Moins de 20 ans,0
2014,Moins de 20 ans,20-29 ans,0
2014,Moins de 20 ans,30-39 ans,0
2014,Moins de 20 ans,40-49 ans,0
2014,Moins de 20 ans,50-59 ans,0
2014,Moins de 20 ans,60-69 ans,0
2014,Moins de 20 ans,70-79 ans,0
2014,Moins de 20 ans,80-89 ans,0
2014,Moins de 20 ans,90 ans ou plus,0
2014,Moins de 20 ans,Moins de 20 ans,0
2015,20-29 ans,20-29 ans,574
2015,20-29 ans,30-39 ans,173
2015,20-29 ans,40-49 ans,30
2015,20-29 ans,50-59 ans,5
2015,20-29 ans,60-69 ans,0
2015,20-29 ans,70-79 ans,0
2015,20-29 ans,80-89 ans,0
2015,20-29 ans,90 ans ou plus,0
2015,20-29 ans,Moins de 20 ans,1
2015,30-39 ans,20-29 ans,710
2015,30-39 ans,30-39 ans,2482
2015,30-39 ans,40-49 ans,505
2015,30-39 ans,50-59 ans,163
2015,30-39 ans,60-69 ans,37
2015,30-39 ans,70-79 ans,4
2015,30-39 ans,80-89 ans,0
2015,30-39 ans,90 ans ou plus,0
2015,30-39 ans,Moins de 20 ans,0
2015,40-49 ans,20-29 ans,101
2015,40-49 ans,30-39 ans,1599
2015,40-49 ans,40-49 ans,3159
2015,40-49 ans,50-59 ans,575
2015,40-49 ans,60-69 ans,74
2015,40-49 ans,70-79 ans,12
2015,40-49 ans,80-89 ans,0
2015,40-49 ans,90 ans ou plus,0
2015,40-49 ans,Moins de 20 ans,0
2015,50-59 ans,20-29 ans,26
2015,50-59 ans,30-39 ans,349
2015,50-59 ans,40-49 ans,1741
2015,50-59 ans,50-59 ans,2292
2015,50-59 ans,60-69 ans,171
2015,50-59 ans,70-79 ans,7
2015,50-59 ans,80-89 ans,2
2015,50-59 ans,90 ans ou plus,0
2015,50-59 ans,Moins de 20 ans,0
2015,60-69 ans,20-29 ans,7
2015,60-69 ans,30-39 ans,67
2015,60-69 ans,40-49 ans,227
2015,60-69 ans,50-59 ans,698
2015,60-69 ans,60-69 ans,668
2015,60-69 ans,70-79 ans,45
2015,60-69 ans,80-89 ans,3
2015,60-69 ans,90 ans ou plus,0
2015,60-69 ans,Moins de 20 ans,0
2015,70-79 ans,20-29 ans,0
2015,70-79 ans,30-39 ans,21
2015,70-79 ans,40-49 ans,42
2015,70-79 ans,50-59 ans,81
2015,70-79 ans,60-69 ans,164
2015,70-79 ans,70-79 ans,98
2015,70-79 ans,80-89 ans,6
2015,70-79 ans,90 ans ou plus,0
2015,70-79 ans,Moins de 20 ans,0
2015,80-89 ans,20-29 ans,0
2015,80-89 ans,30-39 ans,1
2015,80-89 ans,40-49 ans,3
2015,80-89 ans,50-59 ans,3
2015,80-89 ans,60-69 ans,10
2015,80-89 ans,70-79 ans,14
2015,80-89 ans,80-89 ans,6
2015,80-89 ans,90 ans ou plus,0
2015,80-89 ans,Moins de 20 ans,0
2015,90 ans ou plus,20-29 ans,0
2015,90 ans ou plus,30-39 ans,0
2015,90 ans ou plus,40-49 ans,1
2015,90 ans ou plus,50-59 ans,1
2015,90 ans ou plus,60-69 ans,1
2015,90 ans ou plus,70-79 ans,1
2015,90 ans ou plus,80-89 ans,0
2015,90 ans ou plus,90 ans ou plus,0
2015,90 ans ou plus,Moins de 20 ans,0
2015,Moins de 20 ans,20-29 ans,0
2015,Moins de 20 ans,30-39 ans,0
2015,Moins de 20 ans,40-49 ans,0
2015,Moins de 20 ans,50-59 ans,0
2015,Moins de 20 ans,60-69 ans,0
2015,Moins de 20 ans,70-79 ans,0
2015,Moins de 20 ans,80-89 ans,0
2015,Moins de 20 ans,90 ans ou plus,0
2015,Moins de 20 ans,Moins de 20 ans,0
2016,20-29 ans,20-29 ans,539
2016,20-29 ans,30-39 ans,169
2016,20-29 ans,40-49 ans,23
2016,20-29 ans,50-59 ans,9
2016,20-29 ans,60-69 ans,2
2016,20-29 ans,70-79 ans,0
2016,20-29 ans,80-89 ans,0
2016,20-29 ans,90 ans ou plus,0
2016,20-29 ans,Moins de 20 ans,3
2016,30-39 ans,20-29 ans,681
2016,30-39 ans,30-39 ans,2479
2016,30-39 ans,40-49 ans,502
2016,30-39 ans,50-59 ans,131
2016,30-39 ans,60-69 ans,28
2016,30-39 ans,70-79 ans,3
2016,30-39 ans,80-89 ans,0
2016,30-39 ans,90 ans ou plus,0
2016,30-39 ans,Moins de 20 ans,0
2016,40-49 ans,20-29 ans,103
2016,40-49 ans,30-39 ans,1557
2016,40-49 ans,40-49 ans,3278
2016,40-49 ans,50-59 ans,503
2016,40-49 ans,60-69 ans,64
2016,40-49 ans,70-79 ans,8
2016,40-49 ans,80-89 ans,4
2016,40-49 ans,90 ans ou plus,0
2016,40-49 ans,Moins de 20 ans,0
2016,50-59 ans,20-29 ans,27
2016,50-59 ans,30-39 ans,387
2016,50-59 ans,40-49 ans,1805
2016,50-59 ans,50-59 ans,2347
2016,50-59 ans,60-69 ans,189
2016,50-59 ans,70-79 ans,13
2016,50-59 ans,80-89 ans,0
2016,50-59 ans,90 ans ou plus,0
2016,50-59 ans,Moins de 20 ans,0
2016,60-69 ans,20-29 ans,4
2016,60-69 ans,30-39 ans,60
2016,60-69 ans,40-49 ans,216
2016,60-69 ans,50-59 ans,798
2016,60-69 ans,60-69 ans,664
2016,60-69 ans,70-79 ans,34
2016,60-69 ans,80-89 ans,1
2016,60-69 ans,90 ans ou plus,0
2016,60-69 ans,Moins de 20 ans,0
2016,70-79 ans,20-29 ans,1
2016,70-79 ans,30-39 ans,9
2016,70-79 ans,40-49 ans,34
2016,70-79 ans,50-59 ans,60
2016,70-79 ans,60-69 ans,140
2016,70-79 ans,70-79 ans,96
2016,70-79 ans,80-89 ans,4
2016,70-79 ans,90 ans ou plus,0
2016,70-79 ans,Moins de 20 ans,0
2016,80-89 ans,20-29 ans,0
2016,80-89 ans,30-39 ans,1
2016,80-89 ans,40-49 ans,3
2016,80-89 ans,50-59 ans,5
2016,80-89 ans,60-69 ans,14
2016,80-89 ans,70-79 ans,16
2016,80-89 ans,80-89 ans,9
2016,80-89 ans,90 ans ou plus,1
2016,80-89 ans,Moins de 20 ans,0
2016,90 ans ou plus,20-29 ans,0
2016,90 ans ou plus,30-39 ans,1
2016,90 ans ou plus,40-49 ans,0
2016,90 ans ou plus,50-59 ans,1
2016,90 ans ou plus,60-69 ans,0
2016,90 ans ou plus,70-79 ans,0
2016,90 ans ou plus,80-89 ans,1
2016,90 ans ou plus,90 ans ou plus,0
2016,90 ans ou plus,Moins de 20 ans,0
2016,Moins de 20 ans,20-29 ans,1
2016,Moins de 20 ans,30-39 ans,0
2016,Moins de 20 ans,40-49 ans,0
2016,Moins de 20 ans,50-59 ans,0
2016,Moins de 20 ans,60-69 ans,0
2016,Moins de 20 ans,70-79 ans,0
2016,Moins de 20 ans,80-89 ans,0
2016,Moins de 20 ans,90 ans ou plus,0
2016,Moins de 20 ans,Moins de 20 ans,0
2017,20-29 ans,20-29 ans,524
2017,20-29 ans,30-39 ans,174
2017,20-29 ans,40-49 ans,16
2017,20-29 ans,50-59 ans,6
2017,20-29 ans,60-69 ans,0
2017,20-29 ans,70-79 ans,0
2017,20-29 ans,80-89 ans,0
2017,20-29 ans,90 ans ou plus,0
2017,20-29 ans,Moins de 20 ans,2
2017,30-39 ans,20-29 ans,651
2017,30-39 ans,30-39 ans,2298
2017,30-39 ans,40-49 ans,462
2017,30-39 ans,50-59 ans,100
2017,30-39 ans,60-69 ans,20
2017,30-39 ans,70-79 ans,4
2017,30-39 ans,80-89 ans,0
2017,30-39 ans,90 ans ou plus,0
2017,30-39 ans,Moins de 20 ans,0
2017,40-49 ans,20-29 ans,71
2017,40-49 ans,30-39 ans,1458
2017,40-49 ans,40-49 ans,2818
2017,40-49 ans,50-59 ans,520
2017,40-49 ans,60-69 ans,71
2017,40-49 ans,70-79 ans,11
2017,40-49 ans,80-89 ans,0
2017,40-49 ans,90 ans ou plus,0
2017,40-49 ans,Moins de 20 ans,0
2017,50-59 ans,20-29 ans,17
2017,50-59 ans,30-39 ans,306
2017,50-59 ans,40-49 ans,1654
2017,50-59 ans,50-59 ans,2341
2017,50-59 ans,60-69 ans,201
2017,50-59 ans,70-79 ans,12
2017,50-59 ans,80-89 ans,0
2017,50-59 ans,90 ans ou plus,0
2017,50-59 ans,Moins de 20 ans,0
2017,60-69 ans,20-29 ans,6
2017,60-69 ans,30-39 ans,87
2017,60-69 ans,40-49 ans,263
2017,60-69 ans,50-59 ans,737
2017,60-69 ans,60-69 ans,613
2017,60-69 ans,70-79 ans,35
2017,60-69 ans,80-89 ans,1
2017,60-69 ans,90 ans ou plus,0
2017,60-69 ans,Moins de 20 ans,0
2017,70-79 ans,20-29 ans,2
2017,70-79 ans,30-39 ans,8
2017,70-79 ans,40-49 ans,34
2017,70-79 ans,50-59 ans,76
2017,70-79 ans,60-69 ans,154
2017,70-79 ans,70-79 ans,101
2017,70-79 ans,80-89 ans,2
2017,70-79 ans,90 ans ou plus,0
2017,70-79 ans,Moins de 20 ans,0
2017,80-89 ans,20-29 ans,0
2017,80-89 ans,30-39 ans,1
2017,80-89 ans,40-49 ans,8
2017,80-89 ans,50-59 ans,3
2017,80-89 ans,60-69 ans,9
2017,80-89 ans,70-79 ans,19
2017,80-89 ans,80-89 ans,7
2017,80-89 ans,90 ans ou plus,0
2017,80-89 ans,Moins de 20 ans,0
2017,90 ans ou plus,20-29 ans,0
2017,90 ans ou plus,30-39 ans,1
2017,90 ans ou plus,40-49 ans,0
2017,90 ans ou plus,50-59 ans,0
2017,90 ans ou plus,60-69 ans,1
2017,90 ans ou plus,70-79 ans,1
2017,90 ans ou plus,80-89 ans,0
2017,90 ans ou plus,90 ans ou plus,0
2017,90 ans ou plus,Moins de 20 ans,0
2017,Moins de 20 ans,20-29 ans,0
2017,Moins de 20 ans,30-39 ans,0
2017,Moins de 20 ans,40-49 ans,0
2017,Moins de 20 ans,50-59 ans,0
2017,Moins de 20 ans,60-69 ans,0
2017,Moins de 20 ans,70-79 ans,0
2017,Moins de 20 ans,80-89 ans,0
2017,Moins de 20 ans,90 ans ou plus,0
2017,Moins de 20 ans,Moins de 20 ans,0
2018,20-29 ans,20-29 ans,460
2018,20-29 ans,30-39 ans,141
2018,20-29 ans,40-49 ans,16
2018,20-29 ans,50-59 ans,8
2018,20-29 ans,60-69 ans,0
2018,20-29 ans,70-79 ans,0
2018,20-29 ans,80-89 ans,0
2018,20-29 ans,90 ans ou plus,0
2018,20-29 ans,Moins de 20 ans,1
2018,30-39 ans,20-29 ans,649
2018,30-39 ans,30-39 ans,2438
2018,30-39 ans,40-49 ans,465
2018,30-39 ans,50-59 ans,100
2018,30-39 ans,60-69 ans,19
